name,ra,dec,field,z
"RXCJ0229.3-3332",37.33882055747537,-33.53197721164266,"SPLUS-s26s24",0.0792
"SPTCLJ0232-4421",38.07782142370928,-44.35219885174913,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.083595185233655,-44.35125014469076,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.082964934813816,-44.35061364043038,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07672071311607,-44.348633947516724,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07647750125835,-44.349608811756184,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.08688048741919,-44.34690001324131,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.0699723132837,-44.34688317784546,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07363598704056,-44.34578349798707,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.067926373238585,-44.34562930785901,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.06898708775597,-44.34927305765305,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.071216217655234,-44.345719603624396,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.06986266920974,-44.3452160067969,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07128211644258,-44.344781193209236,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.08787575792442,-44.34280614745257,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07703445973407,-44.34298422988397,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07104805841536,-44.34758468616899,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.06902094579836,-44.34394350661405,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.06801600892743,-44.3466892081885,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.0810596093879,-44.34208238656682,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07555854735542,-44.34174476270904,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.070733389147314,-44.341364710772744,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.08278319989901,-44.34059993153977,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07594963713186,-44.34011646444462,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.070660822969565,-44.33999712827458,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.08702819600547,-44.345147892637144,"SPLUS-s34s21",0.2836
"SPTCLJ0232-4421",38.07731436599061,-44.34668020525504,"SPLUS-s34s21",0.2836
"XCLASS2254",38.23915737009185,-71.27785403861354,"MC0077",0.55
"XCLASS2254",38.25550087378551,-71.27579508510284,"MC0077",0.55
"XCLASS2254",38.27687561588238,-71.27182375660193,"MC0077",0.55
"XCLASS2254",38.24887096589764,-71.27191524471927,"MC0077",0.55
"XCLASS2254",38.27683244942467,-71.27048397857128,"MC0077",0.55
"XCLASS2254",38.24015102882226,-71.26795133655683,"MC0077",0.55
"ACTCLJ0240.0+0116",40.0083630424067,1.274556936208617,"STRIPE82-0058",0.62
"ACTCLJ0240.0+0116",40.01348703062928,1.2712926158695617,"STRIPE82-0058",0.62
"ACTCLJ0240.0+0116",40.007105847451434,1.2686184349305827,"STRIPE82-0058",0.62
"ACTCLJ0240.0+0116",40.01523488669323,1.2668057404163255,"STRIPE82-0058",0.62
"ACTCLJ0240.0+0116",40.00765690191091,1.2666704058339877,"STRIPE82-0058",0.62
"ACTCLJ0240.0+0116",40.00509403333824,1.2648747587689029,"STRIPE82-0058",0.62
"ACTCLJ0241.2-0018",40.31163395731074,-0.3070355748941631,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.31162927461491,-0.3090946036505052,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.314491933379095,-0.30969052435433647,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.313316797468374,-0.30642558276712717,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.31302639300398,-0.3101025398193595,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.31963236698547,-0.31050874362996694,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.315080909828716,-0.31214899688260267,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.31441647456122,-0.311346111803594,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.32059041812454,-0.3131750027075725,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.31556463209197,-0.3175454986355616,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.31174728068192,-0.31909832355964757,"STRIPE82-0059",0.684
"ACTCLJ0241.2-0018",40.310605003034624,-0.31171189571388874,"STRIPE82-0057",0.684
"ACTCLJ0241.2-0018",40.31031047442636,-0.31801558317052336,"STRIPE82-0057",0.684
"ACTCLJ0241.2-0018",40.311471535149494,-0.31297450987399533,"STRIPE82-0057",0.684
"ACTCLJ0241.2-0018",40.307429010584165,-0.30796260460164093,"STRIPE82-0057",0.684
"ACTCLJ0241.2-0018",40.306284948824,-0.3092627404538591,"STRIPE82-0057",0.684
"XCLASS514",42.53658017073469,-31.06654727069642,"SPLUS-s24s28",0.91
"XCLASS514",42.532213772557085,-31.063288996290268,"SPLUS-s24s28",0.91
"XCLASS514",42.524812759520636,-31.075821003520037,"SPLUS-s24s28",0.91
"XCLASS514",42.52981909115142,-31.06666249748963,"SPLUS-s24s28",0.91
"XCLASS514",42.522817931739326,-31.065114402893666,"SPLUS-s24s28",0.91
"XCLASS514",42.524248366047736,-31.06556216324224,"SPLUS-s24s28",0.91
"XCLASS514",42.52729071582323,-31.065452228749923,"SPLUS-s24s28",0.91
"XCLASS514",42.52287835382282,-31.064359617535267,"SPLUS-s24s28",0.91
"XCLASS514",42.530517138052815,-31.069202082868184,"SPLUS-s24s28",0.91
"XCLASS514",42.528985442998156,-31.068685365817117,"SPLUS-s24s28",0.91
"NGC1132",43.2132268903597,-1.271903164156108,"STRIPE82-0061",0.0231
"NGC1132",43.21597189663752,-1.274743857026142,"STRIPE82-0061",0.0231
"NGC1132",43.215930424211855,-1.274727758995586,"STRIPE82-0063",0.0231
"NGC1132",43.213212549719536,-1.271895910999961,"STRIPE82-0063",0.0231
"ACTCLJ0256.5+0006",44.13087684871428,0.10551119553501438,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.13331104201632,0.10590436900291676,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.13145330755886,0.1071309754276443,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.129101605706126,0.1088141386186945,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.12599853036015,0.09395900854260411,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.12383961423864,0.09746503396959982,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.12170697815887,0.09711358470666591,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.126824545063684,0.09830091546598614,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.12306019841289,0.10071279623672547,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.12346950321191,0.10188417155725184,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.1252601792022,0.10134815596612116,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.12570316650944,0.10210019865951074,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.124645109399616,0.10034398255118168,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.12744076688728,0.10495208310473117,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.1230462431394,0.10576164690639889,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.129542845865934,0.09396050510145348,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.1295757906674,0.09792392059663557,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.134243944777126,0.09733993617069553,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.13598292644638,0.10124581999368669,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.13228265956486,0.10169542280264235,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.1355175259541,0.10316992609532581,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.13371657573441,0.10320611520396565,"STRIPE82-0064",0.36
"ACTCLJ0256.5+0006",44.12853747559181,0.10099957577573439,"STRIPE82-0064",0.36
"WHLJ025847+001218",44.69433370836801,0.19822600500879778,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.69051279020517,0.20023245203820703,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.68715699918477,0.20100834510570456,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.70186531339429,0.20255039829289775,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.69394681215952,0.20183431156876486,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.6991732931849,0.2045621141427592,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.70138702019561,0.20600315672919567,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.69231411940998,0.20606561872671644,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.698921733128394,0.20743375015318954,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.69395923003012,0.2038984701148813,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.68798592542651,0.20641006012461957,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.69132907522106,0.20958177968103767,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.692943707053416,0.20723918086004287,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.693075980075584,0.20997078424316853,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.69964309539245,0.21139122428104423,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.69408181143839,0.20512273742187306,"STRIPE82-0066",0.2589
"WHLJ025847+001218",44.69458423853856,0.21194209737387198,"STRIPE82-0066",0.2589
"WHLJ025932+001354",44.88290831543007,0.226252113548463,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.87839498222517,0.2275313965340918,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.88357148854475,0.2277944394215663,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.89151535803175,0.22784629911297588,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.880193818011456,0.23279284537519257,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.878056789684294,0.2345921110277803,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.8841126805927,0.2268628009436771,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.891052919465785,0.23544201821201224,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.881682266362674,0.2340710891226023,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.88495010171472,0.23715265921378825,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.88074739002699,0.2378357166749863,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.883446969617886,0.23534199168597,"STRIPE82-0066",0.2007
"WHLJ025932+001354",44.88551585374012,0.23180670054471272,"STRIPE82-0066",0.2007
"A3084",46.02761397895554,-36.94173913052942,"SPLUS-s29s28",0.0977
"A3084",46.03965696997083,-36.9420021744269,"SPLUS-s29s28",0.0977
"A3084",46.037434078141814,-36.94235056321196,"SPLUS-s29s28",0.0977
"A3084",46.03556234357042,-36.94338278592305,"SPLUS-s29s28",0.0977
"A3084",46.02675848562205,-36.936340416355584,"SPLUS-s29s28",0.0977
"A3084",46.03476390727274,-36.93880070618304,"SPLUS-s29s28",0.0977
"A3084",46.02571290374566,-36.9445641383357,"SPLUS-s29s28",0.0977
"A3084",46.02302463057207,-36.94668301368455,"SPLUS-s29s28",0.0977
"A3084",46.025232296353344,-36.94583665010129,"SPLUS-s29s28",0.0977
"A3084",46.033464854714595,-36.948213053809695,"SPLUS-s29s28",0.0977
"A3084",46.03056979280168,-36.950809974151994,"SPLUS-s29s28",0.0977
"XCLASS500",46.5593016223946,-0.09364745909130436,"STRIPE82-0067",0.425
"XCLASS500",46.56817835265791,-0.0958918454129544,"STRIPE82-0067",0.425
"XCLASS500",46.55410300087097,-0.09415269160695963,"STRIPE82-0067",0.425
"XCLASS500",46.56000604471226,-0.09321085476667033,"STRIPE82-0067",0.425
"XCLASS500",46.55607059179502,-0.10090558988026316,"STRIPE82-0067",0.425
"XCLASS500",46.55998300221992,-0.10191175947065494,"STRIPE82-0067",0.425
"XCLASS500",46.558859221226854,-0.0943252621720185,"STRIPE82-0067",0.425
"WHLJ030617-000824",46.57223568791692,-0.13996210106233822,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.57825888609617,-0.139331898277986,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.575116959537965,-0.13725163962645853,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.579779160700554,-0.14382996978674323,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.564729268847444,-0.1450468135827809,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.56756898797553,-0.14068581857553208,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.572378947678246,-0.1429978705324509,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.56843317994638,-0.14349919780092127,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.57628610004946,-0.14037899503934828,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.56993159031398,-0.13787307945724367,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.572543116229035,-0.13596741568908619,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.5664185965797,-0.1463377101023292,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.57401798473466,-0.13751516951657392,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.575675757063294,-0.1483690083513044,"STRIPE82-0067",0.109
"WHLJ030617-000824",46.57378226765267,-0.14416218474879403,"STRIPE82-0067",0.109
"A3112",49.49149527444406,-44.246826347018064,"SPLUS-s34s28",0.0753
"A3112",49.48958674396794,-44.24430857108229,"SPLUS-s34s28",0.0753
"A3112",49.48909523312913,-44.24000555706016,"SPLUS-s34s28",0.0753
"A3112",49.50201817910926,-44.23725641260173,"SPLUS-s34s28",0.0753
"A3112",49.49451403020178,-44.24264859958274,"SPLUS-s34s28",0.0753
"A3112",49.492070752301665,-44.244166014866465,"SPLUS-s34s28",0.0753
"A3112",49.49492598112774,-44.23821507613339,"SPLUS-s34s28",0.0753
"A3112",49.500938010056025,-44.235095613972504,"SPLUS-s34s28",0.0753
"A3112",49.49350402774158,-44.23549243723205,"SPLUS-s34s28",0.0753
"A3112",49.486911226313325,-44.23353583977844,"SPLUS-s34s28",0.0753
"A3112",49.494322724544645,-44.23139069075645,"SPLUS-s34s28",0.0753
"A3112",49.4959352380875,-44.23109514810492,"SPLUS-s34s28",0.0753
"A3112",49.490249823110936,-44.23811428218029,"SPLUS-s34s28",0.0753
"MOOJ0319-0025",49.858594366623116,-0.4268485629180151,"STRIPE82-0071",1.194
"ACTCLJ0320.4+0032",50.12869443963531,0.5271508243774976,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.11720252500273,0.5287087869057847,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.12220503814904,0.5291771395492706,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.121231359782456,0.5304317938012753,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.12040675849649,0.5323071846706905,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.118125267781004,0.5333362933809537,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.117097782276815,0.5328267513469451,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.12318625057525,0.5345994280686378,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.121486947202484,0.5354647659814081,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.12438843943939,0.5371545013669206,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.12540372043867,0.5362646443089776,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.123332868997885,0.5383633107578071,"STRIPE82-0072",0.3561
"ACTCLJ0320.4+0032",50.1241240518104,0.5316101358681616,"STRIPE82-0072",0.3561
"MCXCJ0320.6-4311",50.16228179379717,-43.20231596078523,"SPLUS-s33s29",0.149
"MCXCJ0320.6-4311",50.16239948669022,-43.19794155936075,"SPLUS-s33s29",0.149
"MCXCJ0320.6-4311",50.1687116550133,-43.19686069624505,"SPLUS-s33s29",0.149
"MCXCJ0320.6-4311",50.16237663398143,-43.196511642739964,"SPLUS-s33s29",0.149
"MCXCJ0320.6-4311",50.16244208728551,-43.1952252112601,"SPLUS-s33s29",0.149
"MCXCJ0320.6-4311",50.16245100747229,-43.193918510997065,"SPLUS-s33s29",0.149
"MCXCJ0320.6-4311",50.16232898217341,-43.19292581552048,"SPLUS-s33s29",0.149
"MCXCJ0320.6-4311",50.16233148123721,-43.19253929862744,"SPLUS-s33s29",0.149
"MCXCJ0320.6-4311",50.162505185848,-43.19176760634539,"SPLUS-s33s29",0.149
"WHLJ032111+002620",50.30104646676503,0.43303513124960075,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29065428588038,0.4332102305624119,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29784933642043,0.43385453450702144,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.28985845199101,0.4347959011542737,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.297418285766966,0.4350410060515003,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29665650409213,0.43783752505389767,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.296603409219365,0.4369976009386594,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29292821509457,0.4378898970777143,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29989646161207,0.4369423287734076,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29800702716889,0.43665757767344954,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.301330790822654,0.4376788084640598,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29046821678994,0.4405045406652715,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29399300502208,0.4411191934813283,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29251150781659,0.4415588047508925,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29578536397181,0.44055692510651967,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.30140435361856,0.4411823253505361,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29138168364903,0.44192104705359103,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29818954968078,0.4417159216269532,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29996183685891,0.4395381967488165,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.296847036803506,0.4390596245383559,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29788326671562,0.4337743370382113,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.28986042353175,0.4346948591576394,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.29746149106857,0.43504929467990133,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.298057873362886,0.43650452724391964,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.30140368133653,0.43772931307726304,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.292930094608316,0.4378805776486208,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.2999617448456,0.4395595526520032,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.29045275737872,0.4405312159542674,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.2957356637238,0.4405953945788818,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.30139915576737,0.4411886312978712,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.296821430085195,0.4390446005097414,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.2940415399238,0.4427876074961562,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29237421376243,0.44390095284135567,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29054822824693,0.44426027203561813,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.295131617304264,0.4453802490911601,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.298786510743035,0.4455874722159099,"STRIPE82-0074",0.3561
"WHLJ032111+002620",50.29239648808087,0.4439120711987671,"STRIPE82-0072",0.3561
"WHLJ032111+002620",50.29054346794469,0.44424961505583793,"STRIPE82-0072",0.3561
"A3122",50.56803296219322,-41.33773682585449,"SPLUS-s32s29",0.0643
"A3122",50.575072365235776,-41.33071225110755,"SPLUS-s32s29",0.0643
"A3122",50.57467967949857,-41.34230506531716,"SPLUS-s32s29",0.0643
"A3122",50.5811159952353,-41.34281395722177,"SPLUS-s32s29",0.0643
"A3122",50.57705756086995,-41.34131484760449,"SPLUS-s32s29",0.0643
"A3122",50.580436247762776,-41.331955782586824,"SPLUS-s32s29",0.0643
"A3122",50.580802750644054,-41.337875868442545,"SPLUS-s32s29",0.0643
"A3122",50.57108523166805,-41.3419290104059,"SPLUS-s32s29",0.0643
"MACSJ0326.8-0043",51.70808638592806,-0.7372563900636139,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.7031818618986,-0.736876549207299,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.71542225166223,-0.7330190580563791,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.71118441619351,-0.73165566843811,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.70672669872605,-0.7314356554166425,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.705457781484675,-0.7305335989307267,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.710098485576836,-0.7287001700063243,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.70457809535575,-0.7282119588391127,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.706351380024074,-0.727533967513783,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.708454784626085,-0.728821021431694,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.7072792247495,-0.7264991328279325,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.70864420166659,-0.7257911362411205,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.70411749744815,-0.7246743321297097,"STRIPE82-0073",0.445
"MACSJ0326.8-0043",51.7081235765684,-0.7310490424048033,"STRIPE82-0073",0.445
"A3135",53.50551410702306,-39.00798247687008,"SPLUS-s30s32",0.0642
"A3135",53.50844726663161,-38.99672322723153,"SPLUS-s30s32",0.0642
"A3135",53.50776076382074,-38.99425792683003,"SPLUS-s30s32",0.0642
"SPTCLJ0334-4659",53.55360406061955,-47.003051297211506,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.55450844865108,-47.001458147454656,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.53778455061368,-47.00148800525609,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.544056871079974,-47.0013081736359,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.54583612531892,-47.001255084448445,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.546974191049244,-46.997518980287964,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.54115461802355,-46.99832859408179,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.55549054965448,-46.99611892320853,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.542299173187295,-46.995739979327574,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.5457775492018,-46.99593261862026,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.54341389096045,-46.99349094476858,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.54082944309726,-46.99337125922348,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.54877842033493,-46.99294239038344,"SPLUS-s36s28",0.4861
"SPTCLJ0334-4659",53.54505789549265,-46.99112605349213,"SPLUS-s36s28",0.4861
"RXJ0334.2-0111",53.570309722702945,-1.18938406193935,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.56731786330596,-1.1861846764106174,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.57255590179127,-1.1893874332177548,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.56865792441758,-1.1829350318140563,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.56706023416011,-1.191414148774885,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.56612566179803,-1.1942138725965494,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.57233809311673,-1.1922292383812987,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.56235948582334,-1.1889800984194026,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.56232106160224,-1.187047425435967,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.56574655002643,-1.1843338053420895,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.56885564119479,-1.1870091922992667,"STRIPE82-0077",0.1519
"RXJ0334.2-0111",53.564842500340795,-1.1822871100697059,"STRIPE82-0077",0.1519
"A3140",54.079484388086904,-40.62887881153083,"SPLUS-s31s32",0.062
"A3140",54.074337999922264,-40.62859837680613,"SPLUS-s31s32",0.062
"A3140",54.08636096082155,-40.62737240875937,"SPLUS-s31s32",0.062
"A3140",54.081483139957456,-40.62728982440718,"SPLUS-s31s32",0.062
"A3140",54.077547340862615,-40.62600751896298,"SPLUS-s31s32",0.062
"A3140",54.083177863728345,-40.62323306673163,"SPLUS-s31s32",0.062
"A3140",54.07199234444728,-40.623708685374446,"SPLUS-s31s32",0.062
"A3140",54.072387275813085,-40.6262255389422,"SPLUS-s31s32",0.062
"A3140",54.071085120663994,-40.619140142385206,"SPLUS-s31s32",0.062
"A3140",54.07272992512127,-40.6211337997532,"SPLUS-s31s32",0.062
"A3140",54.06936350730572,-40.624305187713105,"SPLUS-s31s32",0.062
"A3140",54.08536432015327,-40.620560413047706,"SPLUS-s31s32",0.062
"A3140",54.07946377530487,-40.61512491197059,"SPLUS-s31s32",0.062
"A3140",54.07047001525731,-40.616153008710526,"SPLUS-s31s32",0.062
"A3140",54.077251928568764,-40.61998139184242,"SPLUS-s31s32",0.062
"A3140",54.07414112863603,-40.62232065024656,"SPLUS-s31s32",0.062
"RXJ0337-3457",54.35598896817513,-34.965370976519104,"SPLUS-s27s34",0.84
"RXJ0337-3457",54.355245629678606,-34.96292130085942,"SPLUS-s27s34",0.84
"RXJ0337-3457",54.352261106383075,-34.9659437063055,"SPLUS-s27s34",0.84
"RXJ0337-3457",54.35605256167071,-34.957468184090374,"SPLUS-s27s34",0.84
"RXJ0337-3457",54.3526522309579,-34.95567096926444,"SPLUS-s27s34",0.84
"RXJ0337-3457",54.35397576484371,-34.954549950529156,"SPLUS-s27s34",0.84
"RXJ0337-3457",54.359305926267155,-34.95362737142164,"SPLUS-s27s34",0.84
"RXJ0337-3457",54.358005849119074,-34.95193051704693,"SPLUS-s27s34",0.84
"RXJ0337-3457",54.362941165187046,-34.95952172349654,"SPLUS-s27s34",0.84
"Fornax",54.61904974699117,-35.451126473781095,"SPLUS-s27s34",0.0046
"RXCJ0340-4542",55.2022829640829,-45.68391077781654,"SPLUS-s35s30",0.0698
"RXCJ0340-4542",55.213470474555685,-45.68212238142907,"SPLUS-s35s30",0.0698
"RXCJ0340-4542",55.195415258097896,-45.680725079598275,"SPLUS-s35s30",0.0698
"RXCJ0340-4542",55.19904827754171,-45.67992361799711,"SPLUS-s35s30",0.0698
"RXCJ0340-4542",55.21599319166629,-45.67806219182699,"SPLUS-s35s30",0.0698
"RXCJ0340-4542",55.218100220270045,-45.67717648069431,"SPLUS-s35s30",0.0698
