name,clsid,z_cluster,R200_Mpc,peak_spec_m,peak_spec_m_density,peak_photo_m,peak_photo_m_density,z_offset_m,peak_spec_mi,peak_spec_mi_density,peak_photo_mi,peak_photo_mi_density,z_offset_mi,rmse_base_m,rmse_base_mi,rmse_om_m,rmse_om_mi,rel_om_m,rel_om_mi,rmse_omi_m,rmse_omi_mi,rel_omi_m,rel_omi_mi
MCXCJ0229.3-3332,87,0.076514,1.341868,0.07866984924623116,16.527499577959958,0.07502666763819096,5.645508555599357,-0.003643181608040197,0.07397035175879398,15.576577917234824,0.07366485354773869,8.110614742152977,-0.00030549821105528563,0.007090441218859851,0.008007129494292626,0.009051009210383418,0.00977116081453008,0.2765086023573055,0.22030757982555815,0.007204748668130339,0.008107050943457685,0.0161213450252492,0.012479059972276121
MCXCJ1326.2+0013,89,0.0826,1.059026,0.08202552152763819,22.987742120243453,0.08677602462311557,3.8528212821119188,0.004750503095477379,0.08198889979899499,16.28593067766933,0.10174259336683417,4.875230861350701,0.01975369356783918,0.016120849432544767,0.01759856810051287,0.012811031124226518,0.014747920768789958,-0.20531289757203414,-0.1619817768946689,0.012572230100103008,0.014921594455152423,-0.2201260763144284,-0.1521131509149562
MCXCJ1020.4-0631,90,0.054082,1.216136,0.05408624720603015,98.19054714262359,0.05688718994974874,14.015553860257947,0.0028009427437185944,0.053873195979899494,59.423061430373394,0.05452517587939698,21.077459652339275,0.0006519798994974874,0.010363508190711308,0.01139957648450498,0.011242686656472633,0.012121678732415644,0.08483405904472796,0.06334465573279775,0.010508229205903304,0.011510987404487263,0.013964481190038276,0.009773250798722287
A993,92,0.054516,0.839893,0.054448272462311556,70.20811663146101,0.05486062881407035,9.822849298836717,0.0004123563517587914,0.053975285628140704,35.01175214743867,0.052796738015075374,15.371419625917014,-0.0011785476130653297,0.00982064125335143,0.010789447037253458,0.009877268342499922,0.010767814924171809,0.005766129490695701,-0.002004932505526756,0.009753560732438117,0.010937089630666223,-0.006830564235346744,0.013683981477733696
[YMV2007]841,93,0.050225,0.529222,0.050279776180904526,18.87914057309542,0.04639544522613065,1.6328340150097846,-0.0038843309547738764,0.06577147718592964,6.957045852869166,0.059452053015075376,4.802433395828048,-0.006319424170854265,0.0088262111665802,0.009286028857314546,0.009456132754977998,0.00889959501663327,0.07136942188545745,-0.04161454229995044,0.010584257650260857,0.009496610034767311,0.19918472949495827,0.02267720472211242
MKW6,94,0.05367,1.199136,0.05425328848241206,66.8088983981837,0.0567360244120603,8.89967079010275,0.00248273592964824,0.054120677336683416,40.157719160565776,0.05623166525125627,9.80434885798227,0.0021109879145728566,0.010808309587024204,0.011712150188511095,0.010822955804830886,0.012061661615954726,0.001355088664768251,0.029841781553184017,0.010784441518996168,0.011977260094439933,-0.002208307213617445,0.02263545989948925
[YMV2007]1540,95,0.093247,0.857986,0.0946642112562814,22.631776072621527,0.11148517740703517,1.642515848717561,0.016820966150753777,0.09412677462311558,12.982882194973913,0.10908460302512563,2.7934321067764323,0.014957828402010043,0.016664057747287242,0.015792822347810643,0.019345932530188303,0.019296028170569367,0.16093767937990047,0.22182265750899005,0.01832211150515345,0.01818936112116173,0.0994988005329088,0.1517486058268312
A3225,96,0.054979,2.028371,0.05809205025125628,5.021730936741178,0.06015372648241206,5.1300684631235605,0.0020616762311557804,0.058692095477386935,12.378481124975908,0.060109420055276384,13.733182864603661,0.0014173245778894492,0.005448193946637979,0.0054940231737944925,0.0046410067665550525,0.00586692857569063,-0.14815683655700862,0.06787474135071539,0.004813621949699807,0.005673051247307362,-0.11647382658426828,0.032585969852985265
Hydra,101,0.012635,1.409045,0.012484738693467338,79.43392291344553,0.014719105694472361,21.576924123366254,0.0022343670010050234,0.012429829145728643,67.01190888135989,0.014459645025125627,26.159934139030398,0.002029815879396985,0.008711298474955206,0.008334544761665407,0.0076139774281977005,0.007310372405081352,-0.12596526796921034,-0.12288281914265047,0.007693987435362279,0.007381952350299408,-0.11678064326663527,-0.11429447421620807
Antlia,102,0.009107,1.330019,0.009342844221105527,47.90636606201117,0.012081530952763818,8.912197785197137,0.00273868673165829,0.0108198391959799,51.489711455474335,0.018589275417085424,32.23878475051257,0.007769436221105524,0.008087816529024237,0.007685328111792426,0.006285629003167947,0.006233585358308174,-0.22282744908825436,-0.18889795365492426,0.005568867665649329,0.006389492001922936,-0.3114498028405213,-0.16861168332958346
NGC3091,103,0.012261,0.57534,0.012025688442211056,8.749405568808555,0.013770998306532663,2.0720992614353415,0.0017453098643216078,0.0126108391959799,3.0009003311849307,0.013991488115577889,2.3688396516813617,0.0013806489195979897,0.0046174942880508356,0.004359911639147511,0.003869292467166279,0.004255955037878191,-0.16203632840884183,-0.023843740395079884,0.00397425136109913,0.004218628335204514,-0.13930562483126221,-0.03240508423941875
NGC3250,105,0.009213,0.254497,0.009449527638190954,14.238601747824394,0.019834171778894474,1.085990400666413,0.01038464414070352,0.009791457286432161,1.6785569002979446,0.019263767547738692,2.169082036604121,0.009472310261306531,0.010297231471888255,0.007422264814311442,0.004520149527930311,0.006796075242644166,-0.5610325415845558,-0.0843663743255119,0.004394344466950714,0.006190874535558139,-0.5732499090704717,-0.1659049238419739
NGC3347,107,0.00975,0.367523,0.010021170854271356,5.890007193301871,0.011864937095477385,0.987493833498485,0.0018437662412060293,0.009399788944723618,5.002440374249636,0.011864937095477385,2.210405964219244,0.0024651481507537674,0.005629989836386913,0.005972406906847841,0.004501305784639381,0.0048715667512676565,-0.20047710289862145,-0.18432102379326892,0.004235533472706668,0.004608776207856688,-0.24768363784030342,-0.22832180061737622
A639,109,0.02061,0.975965,0.02131815577889447,10.586192085865754,0.023596451567839197,3.6751433083627445,0.002278295788944725,0.02046270351758794,15.141435424168526,0.023398216067839196,7.599273188220912,0.0029355125502512555,0.005372944132492259,0.006325588330072557,0.004431622580470497,0.00538397394873581,-0.1751966014925092,-0.14885799268033406,0.004348125811914788,0.005266480798802191,-0.190736827948759,-0.16743225704955383
