id,CLS_ID,PID,NAME,RA,DEC,RA_d,DEC_d,EPOC,STATUS,Failed 
74,A1069,SPLUS,SPLUS-n08s06,10:32:04,-9:29:10,158.0166667,-9.486111111,2000,1,-,ToBeDef,1,1,36,False 
75,A1069,SPLUS,SPLUS-n08s07,10:37:33,-9:29:10,159.3875,-9.486111111,2000,1,-,ToBeDef,1,1,36,False 
76,A1069,SPLUS,SPLUS-n08s08,10:43:03,-9:29:10,160.7625,-9.486111111,2000,6,-,galaxies,5,1,0,False 
77,A1069,SPLUS,SPLUS-n09s07,10:34:29,-10:50:08,158.6208333,-10.83555556,2000,1,-,ToBeDef,1,1,35,False 
78,A1069,SPLUS,SPLUS-n09s08,10:40:00,-10:50:08,160.0,-10.83555556,2000,6,-,ToBeDef,1,1,33,False 
79,A1069,SPLUS,SPLUS-n09s09,10:45:31,-10:50:08,161.3791667,-10.83555556,2000,1,-,ToBeDef,2,1,36,False 
80,A1520,SPLUS,SPLUS-n10s25,12:16:37,-12:11:01,184.1541667,-12.18361111,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
81,A1520,SPLUS,SPLUS-n10s26,12:22:09,-12:11:01,185.5375,-12.18361111,2000,5,ToBeDef,6,0,-5,0,False 
82,A1520,SPLUS,SPLUS-n11s25,12:13:54,-13:31:50,183.475,-13.53055556,2000,1,-,galaxy 
83,A1520,SPLUS,SPLUS-n11s27,12:25:01,-13:31:50,186.2541667,-13.53055556,2000,6,-,galaxies,3,1,35,False 
84,A1631,SPLUS,SPLUS-n10s29,12:38:46,-12:11:01,189.6916667,-12.18361111,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
85,A1631,SPLUS,SPLUS-n10s30,12:44:18,-12:11:01,191.075,-12.18361111,2000,1,F410 F515
86,A1631,SPLUS,SPLUS-n10s31,12:49:51,-12:11:01,192.4625,-12.18361111,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
87,A1631,SPLUS,SPLUS-n10s32,12:55:23,-12:11:01,193.8458333,-12.18361111,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
88,A1631,SPLUS,SPLUS-n10s33,13:00:55,-12:11:01,195.2291667,-12.18361111,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
89,A1631,SPLUS,SPLUS-n13s34,13:07:30,-16:13:11,196.875,-16.21972222,2000,1,-,galaxies,4,1,36,False 
90,A1631,SPLUS,SPLUS-n14s29,12:39:41,-17:33:44,189.9208333,-17.56222222,2000,2,-,ToBeDef,1,1,35,False 
91,A1631,SPLUS,SPLUS-n14s30,12:45:21,-17:33:44,191.3375,-17.56222222,2000,6,-,ToBeDef,1,1,0,False 
92,A1631,SPLUS,SPLUS-n14s34,13:08:02,-17:33:44,197.0083333,-17.56222222,2000,1,-,galaxies,4,1,36,False 
93,A1631,SPLUS,SPLUS-n15s29,12:40:00,-18:54:11,190.0,-18.90305556,2000,4,ToBeDef,ToBeDef,0,-5,0,False 
94,A1631,SPLUS,SPLUS-n15s30,12:45:43,-18:54:11,191.4291667,-18.90305556,2000,4,Z F861,,0,-5,0,False
95,A1631,SPLUS,SPLUS-n15s34,13:08:34,-18:54:11,197.1416667,-18.90305556,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
96,A1644,SPLUS,SPLUS-n12s30,12:47:38,-14:52:33,191.9083333,-14.87583333,2000,1,-,wanderful 
97,A1644,SPLUS,SPLUS-n12s31,12:53:14,-14:52:33,193.3083333,-14.87583333,2000,1,-,galaxies,7,1,72,True
98,A1644,SPLUS,SPLUS-n12s32,12:58:50,-14:52:33,194.7083333,-14.87583333,2000,4,-,"asteroids, galaxy"
99,A1644,SPLUS,SPLUS-n12s33,13:04:26,-14:52:33,196.1083333,-14.87583333,2000,1,-,galaxies,3,1,36,True 
100,A1644,SPLUS,SPLUS-n12s34,13:10:02,-14:52:33,197.5083333,-14.87583333,2000,4,-,galaxies,3,1,36,True 
101,A1644,SPLUS,SPLUS-n13s30,12:45:00,-16:13:11,191.25,-16.21972222,2000,1,-,ToBeDef,3,1,36,True 
102,A1644,SPLUS,SPLUS-n13s31,12:50:38,-16:13:11,192.6583333,-16.21972222,2000,1,-,galaxies,4,1,36,True 
103,A1644,SPLUS,SPLUS-n13s32,12:56:15,-16:13:11,194.0625,-16.21972222,2000,1,-,ToBeDef,3,1,34,True 
104,A1644,SPLUS,SPLUS-n13s33,13:01:53,-16:13:11,195.4708333,-16.21972222,2000,1,-,galaxies,5,1,36,True 
105,A1644,SPLUS,SPLUS-n14s31,12:51:01,-17:33:44,192.7541667,-17.56222222,2000,1,-,galaxies,4,1,36,True 
106,A1644,SPLUS,SPLUS-n14s32,12:56:42,-17:33:44,194.175,-17.56222222,2000,1,-,galaxies,5,1,36,True 
107,A1644,SPLUS,SPLUS-n14s33,13:02:22,-17:33:44,195.5916667,-17.56222222,2000,1,-,galaxies,5,1,36,True 
108,A1644,SPLUS,SPLUS-n15s31,12:51:26,-18:54:11,192.8583333,-18.90305556,2000,1,-,ToBeDef,3,1,34,True 
109,A1644,SPLUS,SPLUS-n15s32,12:57:09,-18:54:11,194.2875,-18.90305556,2000,1,-,galaxies,4,1,36,True 
110,A1644,SPLUS,SPLUS-n15s33,13:02:51,-18:54:11,195.7125,-18.90305556,2000,1,-,ToBeDef,2,1,35,True 
111,A1644,SPLUS,SPLUS-n16s29,12:46:05,-20:14:34,191.5208333,-20.24277778,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
112,A1644,SPLUS,SPLUS-n16s30,12:51:50,-20:14:34,192.9583333,-20.24277778,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
113,A1644,SPLUS,SPLUS-n16s31,12:57:36,-20:14:34,194.4,-20.24277778,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
114,A1644,SPLUS,SPLUS-n16s32,13:03:22,-20:14:34,195.8416667,-20.24277778,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
115,A1644,SPLUS,SPLUS-n16s33,13:09:07,-20:14:34,197.2791667,-20.24277778,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
116,A2399,SPLUS,SPLUS-s06s04,21:54:33,-6:46:57,328.6375,-6.7825,2000,6,-,ToBeDef,3,1,35,False 
117,A2399,SPLUS,SPLUS-s06s05,22:00:00,-6:46:57,330.0,-6.7825,2000,1,-,ToBeDef,3,1,72,False 
118,A2399,SPLUS,SPLUS-s06s06,22:05:27,-6:46:57,331.3625,-6.7825,2000,6,-,ToBeDef,3,1,35,False 
119,A2399,SPLUS,SPLUS-s07s04,21:54:04,-8:08:06,328.5166667,-8.135,2000,6,-,ToBeDef,3,1,35,False 
120,A2399,SPLUS,SPLUS-s07s05,21:59:33,-8:08:06,329.8875,-8.135,2000,6,-,galaxy 
121,A2399,SPLUS,SPLUS-s07s06,22:05:01,-8:08:06,331.2541667,-8.135,2000,1,-,galaxy 
122,A2399,SPLUS,SPLUS-s08s04,21:53:35,-9:29:10,328.3958333,-9.486111111,2000,4,-,ToBeDef,2,1,34,False 
123,A2399,SPLUS,SPLUS-s08s05,21:59:05,-9:29:10,329.7708333,-9.486111111,2000,6,-,galaxy 
124,A2399,SPLUS,SPLUS-s08s06,22:04:35,-9:29:10,331.1458333,-9.486111111,2000,1,-,galaxy 
125,A2415,SPLUS,SPLUS-s04s05,22:00:27,-4:04:25,330.1125,-4.073611111,2000,1,-,ToBeDef,2,1,35,False 
126,A2415,SPLUS,SPLUS-s04s06,22:05:53,-4:04:25,331.4708333,-4.073611111,2000,1,-,ToBeDef,2,1,36,False 
127,A2415,SPLUS,SPLUS-s04s07,22:11:19,-4:04:25,332.8291667,-4.073611111,2000,1,-,ToBeDef,2,1,36,False 
128,A2415,SPLUS,SPLUS-s05s05,22:00:00,-5:25:44,330.0,-5.428888889,2000,6,-,ToBeDef,2,1,35,False 
129,A2415,SPLUS,SPLUS-s05s06,22:05:27,-5:25:44,331.3625,-5.428888889,2000,6,-,ToBeDef,2,1,34,False 
130,A2415,SPLUS,SPLUS-s05s07,22:10:55,-5:25:44,332.7291667,-5.428888889,2000,6,-,ToBeDef,3,1,34,False 
131,A2415,SPLUS,SPLUS-s06s07,22:10:55,-6:46:57,332.7291667,-6.7825,2000,6,-,ToBeDef,2,1,35,False 
132,A2457,STRIPE82,STRIPE82_0139,22:29:17,-0:42:00,337.3208333,-0.7,2000,1,UN,UN,UN,-99,36,True 
133,A2457,STRIPE82,STRIPE82_0140,22:29:17,+00:42:00,337.3208333,0.7,2000,1,UN,UN,UN,-99,36,True 
134,A2457,STRIPE82,STRIPE82_0141,22:34:58,-0:42:00,338.7416667,-0.7,2000,1,UN,UN,UN,-99,36,True 
135,A2457,STRIPE82,STRIPE82_0142,22:34:58,+00:42:00,338.7416667,0.7,2000,1,UN,UN,UN,-99,50,True 
136,A2457,STRIPE82,STRIPE82_0143,22:40:38,-0:42:00,340.1583333,-0.7,2000,1,UN,UN,UN,-99,50,True 
137,A2457,STRIPE82,STRIPE82_0144,22:40:38,+00:42:00,340.1583333,0.7,2000,1,UN,UN,UN,-99,36,True 
138,A2717,SPLUS,SPLUS-s25s01,0:00:04,-32:13:38,0.01666666667,-32.22722222,2000,1,-,galaxies,6,1,36,False 
139,A2717,SPLUS,SPLUS-s25s02,0:06:22,-32:13:38,1.591666667,-32.22722222,2000,1,-,ToBeDef,1,1,36,False 
140,A2717,SPLUS,SPLUS-s25s03,0:12:45,-32:13:38,3.1875,-32.22722222,2000,4,-,ToBeDef,1,1,36,False 
141,A2717,SPLUS,SPLUS-s25s04,0:19:07,-32:13:38,4.779166667,-32.22722222,2000,1,-,ToBeDef,2,1,36,False 
142,A2717,SPLUS,SPLUS-s26s01,0:00:04,-33:33:01,0.01666666667,-33.55027778,2000,4,-,ToBeDef,3,1,36,False 
143,A2717,SPLUS,SPLUS-s26s02,0:06:27,-33:33:01,1.6125,-33.55027778,2000,6,-,ToBeDef,3,1,32,False 
144,A2717,SPLUS,SPLUS-s26s03,0:12:55,-33:33:01,3.229166667,-33.55027778,2000,6,-,ToBeDef,4,1,35,False 
145,A2717,SPLUS,SPLUS-s26s04,0:19:22,-33:33:01,4.841666667,-33.55027778,2000,6,-,ToBeDef,1,1,35,False 
146,A2717,SPLUS,SPLUS-s27s01,0:00:04,-34:52:18,0.01666666667,-34.87166667,2000,1,-,galaxies,5,1,36,False 
147,A2717,SPLUS,SPLUS-s27s02,0:06:35,-34:52:18,1.645833333,-34.87166667,2000,6,-,ToBeDef,1,1,35,False 
148,A2717,SPLUS,SPLUS-s27s03,0:13:09,-34:52:18,3.2875,-34.87166667,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
149,A2717,SPLUS,SPLUS-s27s04,0:19:44,-34:52:18,4.933333333,-34.87166667,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
150,A2717,SPLUS,SPLUS-s28s01,0:00:04,-36:11:28,0.01666666667,-36.19111111,2000,4,-,ToBeDef,1,1,36,False 
151,A2717,SPLUS,SPLUS-s28s02,0:06:40,-36:11:28,1.666666667,-36.19111111,2000,1,-,galaxy 
152,A2717,SPLUS,SPLUS-s28s03,0:13:20,-36:11:28,3.333333333,-36.19111111,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
153,A2717,SPLUS,SPLUS-s29s01,0:00:04,-37:30:31,0.01666666667,-37.50861111,2000,1,-,ToBeDef,3,1,36,False 
154,A2717,SPLUS,SPLUS-s29s02,0:06:48,-37:30:31,1.7,-37.50861111,2000,1,-,galaxies,4,1,36,False 
155,A2717,SPLUS,SPLUS-s29s03,0:13:35,-37:30:31,3.395833333,-37.50861111,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
156,A2717,SPLUS,SPLUS-s30s02,0:06:53,-38:49:26,1.720833333,-38.82388889,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
157,A2717,SPLUS,SPLUS-s30s03,0:13:47,-38:49:26,3.445833333,-38.82388889,2000,1,-,galaxies,7,1,36,False 
158,A2734,SPLUS,SPLUS-s21s02,0:06:03,-26:55:02,1.5125,-26.91722222,2000,1,-,ToBeDef,1,1,36,False 
159,A2734,SPLUS,SPLUS-s21s03,0:12:06,-26:55:02,3.025,-26.91722222,2000,6,-,ToBeDef,2,1,35,False 
160,A2734,SPLUS,SPLUS-s21s04,0:18:09,-26:55:02,4.5375,-26.91722222,2000,6,-,ToBeDef,1,1,35,False 
161,A2734,SPLUS,SPLUS-s22s02,0:06:08,-28:14:50,1.533333333,-28.24722222,2000,6,-,galaxy 
162,A2734,SPLUS,SPLUS-s22s03,0:12:15,-28:14:50,3.0625,-28.24722222,2000,6,-,ToBeDef,4,1,35,False 
163,A2734,SPLUS,SPLUS-s22s04,0:18:23,-28:14:50,4.595833333,-28.24722222,2000,6,-,ToBeDef,1,1,35,False 
164,A2870,SPLUS,SPLUS-s32s14,1:33:08,-41:26:57,23.28333333,-41.44916667,2000,6,-,galaxies,6,1,36,False 
165,A2870,SPLUS,SPLUS-s34s10,1:07:09,-44:03:55,16.7875,-44.06527778,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
166,A2870,SPLUS,SPLUS-s34s11,1:14:37,-44:03:55,18.65416667,-44.06527778,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
167,A2870,SPLUS,SPLUS-s35s09,1:00:57,-45:22:11,15.2375,-45.36972222,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
168,A2870,SPLUS,SPLUS-s35s10,1:08:34,-45:22:11,17.14166667,-45.36972222,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
169,A2870,SPLUS,SPLUS-s35s11,1:16:11,-45:22:11,19.04583333,-45.36972222,2000,1,R,ToBeDef,0,-5,0,False 
170,A2870,SPLUS,SPLUS-s36s09,1:02:37,-46:40:19,15.65416667,-46.67194444,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
171,A2870,SPLUS,SPLUS-s36s10,1:10:26,-46:40:19,17.60833333,-46.67194444,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
172,A2870,SPLUS,SPLUS-s36s11,1:18:16,-46:40:19,19.56666667,-46.67194444,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
173,A2870,SPLUS,SPLUS-s37s09,1:04:00,-47:58:16,16.0,-47.97111111,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
174,A2870,SPLUS,SPLUS-s37s10,1:12:00,-47:58:16,18.0,-47.97111111,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
175,A3223,SPLUS,SPLUS-s25s41,4:14:52,-32:13:38,63.71666667,-32.22722222,2000,1,-,galaxies,6,1,70,False 
176,A3301,SPLUS,SPLUS-s30s44,4:56:16,-38:49:26,74.06666667,-38.82388889,2000,1,-,ToBeDef,1,1,36,False 
177,A3301,SPLUS,SPLUS-s31s43,4:55:01,-40:08:16,73.75416667,-40.13777778,2000,6,U 
178,A3565,SPLUS,SPLUS-n18s29,12:46:50,-22:55:02,191.7083333,-22.91722222,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
179,A3565,SPLUS,SPLUS-n18s30,12:52:41,-22:55:02,193.1708333,-22.91722222,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
180,A3565,SPLUS,SPLUS-n18s31,12:58:32,-22:55:02,194.6333333,-22.91722222,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
181,A3565,SPLUS,SPLUS-n18s34,13:16:06,-22:55:02,199.025,-22.91722222,2000,1,-,ToBeDef,1,1,35,False 
182,A3565,SPLUS,SPLUS-n18s35,13:21:57,-22:55:02,200.4875,-22.91722222,2000,1,-,galaxies,4,1,36,False 
183,A3565,SPLUS,SPLUS-n18s36,13:27:48,-22:55:02,201.95,-22.91722222,2000,1,-,ToBeDef,1,1,35,False 
184,A3565,SPLUS,SPLUS-n18s37,13:33:40,-22:55:02,203.4166667,-22.91722222,2000,1,-,galaxies,5,1,36,False 
185,A3565,SPLUS,SPLUS-n18s38,13:39:31,-22:55:02,204.8791667,-22.91722222,2000,1,-,ToBeDef,1,1,35,False 
186,A3565,SPLUS,SPLUS-n18s39,13:45:22,-22:55:02,206.3416667,-22.91722222,2000,1,-,ToBeDef,2,1,36,False 
187,A3565,SPLUS,SPLUS-n18s40,13:51:13,-22:55:02,207.8041667,-22.91722222,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
188,A3565,SPLUS,SPLUS-n18s41,13:57:04,-22:55:02,209.2666667,-22.91722222,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
189,A3565,SPLUS,SPLUS-n18s42,14:02:56,-22:55:02,210.7333333,-22.91722222,2000,6,ToBeDef,ToBeDef,0,-5,0,False 
190,A3565,SPLUS,SPLUS-n18s43,14:08:47,-22:55:02,212.1958333,-22.91722222,2000,4,ToBeDef,6,0,-5,0,False 
191,A3565,SPLUS,SPLUS-n18s44,14:14:38,-22:55:02,213.6583333,-22.91722222,2000,1,ToBeDef,ToBeDef,0,-5,0,False 
