ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
43.216296,-1.274695,0.023133,3.7e-05,6935.099,11.092321,6e-06,1.1e-05,9.67,0,3.300000000000178e-05
43.199001,-1.255143,0.024002,5.7e-05,7195.619,17.08817,0.026107,0.044309,264.307,0,0.000902
43.198722,-1.255211,0.024002,5.7e-05,7195.619,17.08817,0.026242,0.044538,264.307,0,0.000902
43.186115,-1.262614,0.02389,0.000333,7162.042,99.830889,0.032508,0.055172,231.489,0,0.0007900000000000025
43.200848,-1.219349,0.023849,2e-05,7149.75,5.995849,0.057466,0.097532,219.475,0,0.0007489999999999997
43.197554,-1.20052,0.023748,4.3e-05,7119.471,12.891076,0.076511,0.129855,189.879,0,0.0006479999999999993
43.148761,-1.232494,0.022299,5.7e-05,6685.072,17.08817,0.079628,0.135145,-234.712,0,-0.0008009999999999996
43.156129,-1.169101,0.022454,3.1e-05,6731.54,9.293566,0.121532,0.206264,-189.293,0,-0.0006460000000000007
43.271333,-1.423194,0.023106,0.00015,6927.005,44.968869,0.158359,0.268768,1.758,0,6.000000000002531e-06
43.33251,-1.133353,0.022848,1.2e-05,6849.658,3.597509,0.182967,0.310533,-73.842,0,-0.00025199999999999875
43.421363,-1.248593,0.024044,5.2e-05,7208.21,15.589208,0.206668,0.350758,276.614,0,0.0009440000000000004
42.998922,-1.174669,0.023533,7.1e-05,7055.016,21.285265,0.23924,0.40604,126.879,0,0.00043299999999999936
43.461,-1.217,0.022839,0.000333,6846.96,99.830889,0.251352,0.426596,-76.479,0,-0.00026099999999999735
43.043333,-1.035,0.023443,0.000333,7028.035,99.830889,0.295565,0.501635,100.507,0,0.00034299999999999956
43.528382,-1.268455,0.022667,8e-06,6795.396,2.39834,0.312067,0.529642,-126.879,0,-0.00043299999999999936
42.977505,-0.980131,0.022509,1.4e-05,6748.028,4.197094,0.379165,0.64352,-173.177,0,-0.0005909999999999978
43.298694,-0.856421,0.022852,3.1e-05,6850.857,9.293566,0.426313,0.723541,-72.67,0,-0.0002479999999999982
43.079717,-0.84826,0.022984,6.9e-05,6890.43,20.68568,0.447769,0.759956,-33.991,0,-0.00011599999999999805
42.855,-0.994722,0.023309,0.000333,6987.862,99.830889,0.457013,0.775645,61.242,0,0.00020900000000000085
42.786754,-1.077965,0.022776,0.000333,6828.073,99.830889,0.472359,0.801691,-94.94,0,-0.0003239999999999979
42.983812,-0.836301,0.022903,7e-06,6866.147,2.098547,0.496203,0.842159,-57.726,0,-0.00019699999999999926
42.81256,-0.973147,0.023485,1.4e-05,7040.626,4.197094,0.503845,0.855128,112.814,0,0.0003849999999999999
42.80308,-0.965514,0.022679,1e-05,6798.993,2.997925,0.516006,0.875769,-123.363,0,-0.00042099999999999776
43.763196,-1.189284,0.023544,1.5e-05,7058.314,4.496887,0.553392,0.939221,130.102,0,0.00044399999999999995
43.720042,-1.558889,0.022859,0.00015,6852.956,44.968869,0.578268,0.98144,-70.619,0,-0.00024099999999999816
42.805329,-0.844977,0.022466,1e-05,6735.137,2.997925,0.594538,1.009053,-185.777,0,-0.0006339999999999991
42.60777,-1.249931,0.023619,8.3e-05,7080.798,24.882774,0.608883,1.033401,152.079,0,0.0005190000000000021
42.896261,-0.733837,0.023226,9e-06,6962.98,2.698132,0.628416,1.066552,36.921,0,0.0001260000000000011
43.844667,-1.566167,0.023336,0.00015,6995.957,44.968869,0.692534,1.175372,69.154,0,0.0002360000000000001
