Field,n_objects
HYDRA-0011,1
HYDRA-0021,83
HYDRA-0031,269
HYDRA-0035,227
HYDRA-0036,362
HYDRA-0037,264
HYDRA-0039,169
HYDRA-0041,225
HYDRA-0044,281
HYDRA-0045,480
HYDRA-0048,227
HYDRA-0050,268
HYDRA-0052,251
HYDRA-0053,208
HYDRA-0055,351
HYDRA-0056,420
HYDRA-0061,253
HYDRA-0062,202
HYDRA-0064,206
HYDRA-0069,141
HYDRA-0070,176
HYDRA-0075,214
HYDRA-0084,185
HYDRA-0085,193
HYDRA-0093,28
HYDRA-D-0001,301
HYDRA-D-0002,182
HYDRA_0012,105
HYDRA_0013,183
HYDRA_0014,159
HYDRA_0015,108
HYDRA_0016,104
HYDRA_0017,125
HYDRA_0018,228
HYDRA_0019,163
HYDRA_0020,139
HYDRA_0022,189
HYDRA_0023,260
HYDRA_0024,197
HYDRA_0025,156
HYDRA_0026,131
HYDRA_0027,149
HYDRA_0028,155
HYDRA_0029,171
HYDRA_0030,2
HYDRA_0032,225
HYDRA_0033,280
HYDRA_0034,376
HYDRA_0038,126
HYDRA_0040,255
HYDRA_0042,233
HYDRA_0043,256
HYDRA_0046,309
HYDRA_0047,242
HYDRA_0049,10
HYDRA_0051,176
HYDRA_0054,233
HYDRA_0057,363
HYDRA_0058,244
HYDRA_0059,13
HYDRA_0060,287
HYDRA_0063,161
HYDRA_0065,210
HYDRA_0066,188
HYDRA_0067,235
HYDRA_0071,219
HYDRA_0072,155
HYDRA_0073,184
HYDRA_0074,173
HYDRA_0076,256
HYDRA_0079,95
HYDRA_0080,308
HYDRA_0081,241
HYDRA_0082,214
HYDRA_0083,182
HYDRA_0089,6
HYDRA_0091,94
HYDRA_0092,107
SPLUS-n16s04,17
SPLUS-n16s05,93
SPLUS-n16s06,118
SPLUS-n16s07,142
SPLUS-n16s08,96
SPLUS-n16s09,29
SPLUS-n17s03,70
SPLUS-n17s04,155
SPLUS-n17s05,181
SPLUS-n17s06,215
SPLUS-n17s07,149
SPLUS-n17s08,178
SPLUS-n17s09,146
SPLUS-n17s10,124
SPLUS-n17s11,8
SPLUS-n18s02,37
SPLUS-n18s03,104
SPLUS-n18s04,128
SPLUS-n18s05,141
SPLUS-n18s06,137
SPLUS-n18s07,123
SPLUS-n18s08,127
SPLUS-n18s09,179
SPLUS-n18s10,126
SPLUS-n18s11,188
SPLUS-n18s12,8
SPLUS-n19s01,139
SPLUS-n19s02,141
SPLUS-n20s01,232
SPLUS-n20s02,176
SPLUS-n20s03,15
