field,n_objects
SPLUS-s18s22_predicted,42927
SPLUS-s18s23_predicted,32298
SPLUS-s18s24_predicted,5732
SPLUS-s19s22_predicted,54866
SPLUS-s19s23_predicted,71947
SPLUS-s19s24_predicted,43305
SPLUS-s19s25_predicted,31209
SPLUS-s20s22_predicted,68834
SPLUS-s20s23_predicted,46488
SPLUS-s20s24_predicted,71989
SPLUS-s20s25_predicted,59355
SPLUS-s20s26_predicted,24489
SPLUS-s21s21_predicted,70485
SPLUS-s21s22_predicted,82350
SPLUS-s21s23_predicted,59529
SPLUS-s21s24_predicted,50724
SPLUS-s21s25_predicted,5493
SPLUS-s22s21_predicted,81585
SPLUS-s22s22_predicted,70336
SPLUS-s22s23_predicted,48222
SPLUS-s22s24_predicted,54037
SPLUS-s22s25_predicted,26002
SPLUS-s23s21_predicted,63066
SPLUS-s23s22_predicted,55393
SPLUS-s23s23_predicted,64131
SPLUS-s23s24_predicted,73194
SPLUS-s23s25_predicted,39342
SPLUS-s24s49_predicted,75232
SPLUS-s24s50_predicted,49135
SPLUS-s24s51_predicted,71994
SPLUS-s24s52_predicted,34099
SPLUS-s25s49_predicted,62849
SPLUS-s25s50_predicted,73553
SPLUS-s25s51_predicted,57995
SPLUS-s25s52_predicted,12322
SPLUS-s26s48_predicted,34056
SPLUS-s26s49_predicted,9788
