field,n_objects
SPLUS-n01s21_predicted,21920
SPLUS-n01s22_predicted,39977
SPLUS-n01s23_predicted,46022
SPLUS-n01s24_predicted,51172
SPLUS-n01s25_predicted,38987
SPLUS-n01s26_predicted,3000
SPLUS-n02n21_predicted,35134
SPLUS-n02n22_predicted,51934
SPLUS-n02n23_predicted,49213
SPLUS-n02n24_predicted,44254
SPLUS-n02n25_predicted,41506
SPLUS-n02n26_predicted,13570
SPLUS-n02s21_predicted,360
SPLUS-n02s22_predicted,20320
SPLUS-n02s23_predicted,37891
SPLUS-n02s24_predicted,30496
SPLUS-n02s25_predicted,7782
SPLUS-n03n22_predicted,37649
SPLUS-n03n23_predicted,37567
SPLUS-n03n24_predicted,39366
