Field,n_objects
SPLUS-s18s22,272
SPLUS-s18s23,318
SPLUS-s18s24,28
SPLUS-s19s22,451
SPLUS-s19s23,422
SPLUS-s19s24,260
SPLUS-s19s25,140
SPLUS-s20s22,425
SPLUS-s20s23,433
SPLUS-s20s24,300
SPLUS-s20s25,317
SPLUS-s20s26,122
SPLUS-s21s21,281
SPLUS-s21s22,373
SPLUS-s21s23,336
SPLUS-s21s24,193
SPLUS-s21s25,12
SPLUS-s22s21,672
SPLUS-s22s22,337
SPLUS-s22s23,288
SPLUS-s22s24,245
SPLUS-s22s25,112
SPLUS-s23s21,385
SPLUS-s23s22,236
SPLUS-s23s23,357
SPLUS-s23s24,269
SPLUS-s23s25,158
SPLUS-s24s49,332
SPLUS-s24s50,206
SPLUS-s24s51,421
SPLUS-s24s52,236
SPLUS-s25s49,287
SPLUS-s25s50,320
SPLUS-s25s51,346
SPLUS-s25s52,78
SPLUS-s26s48,166
SPLUS-s26s49,51
