ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
316.817782,-25.469052,0.036845,2.8e-05,11045.853,8.394189,0.030773,0.083303,-186.379,0,-0.0006449999999999997
316.841851,-25.45581,0.037986,3.9e-05,11387.916,11.691906,0.03339,0.090388,143.324,0,0.0004959999999999964
316.856773,-25.428677,0.038417,7e-05,11517.127,20.985472,0.043671,0.118218,267.865,0,0.0009269999999999973
316.803,-25.511,0.036282,0.000333,10877.07,99.830889,0.072132,0.195262,-349.063,0,-0.0012080000000000007
316.7332,-25.412894,0.037773,0.00015,11324.061,44.968869,0.073998,0.200312,81.776,0,0.00028299999999999853
316.867843,-25.374675,0.038407,0.00015,11514.129,44.968869,0.083067,0.224863,264.976,0,0.0009169999999999942
316.902881,-25.418034,0.03796,0.00015,11380.122,44.968869,0.086647,0.234552,135.811,0,0.0004699999999999982
316.907,-25.491,0.038667,0.000333,11592.075,99.830889,0.101941,0.275954,340.105,0,0.0011769999999999975
316.781793,-25.53928,0.037339,0.00015,11193.951,44.968869,0.103297,0.279626,-43.633,0,-0.0001510000000000053
316.811667,-25.332778,0.035471,0.000333,10633.938,99.830889,0.106366,0.287933,-583.409,0,-0.002019
316.881127,-25.531427,0.037833,0.00015,11342.048,44.968869,0.11254,0.304645,99.113,0,0.0003429999999999961
316.787723,-25.567733,0.037046,0.00015,11106.111,44.968869,0.130141,0.352291,-128.298,0,-0.00044399999999999995
316.666817,-25.465674,0.037686,2.3e-05,11297.979,6.895227,0.131836,0.356882,56.636,0,0.0001959999999999948
316.775936,-25.58607,0.036202,0.00015,10853.087,44.968869,0.150091,0.406297,-372.18,0,-0.0012880000000000044
316.796458,-25.252997,0.0387,3.3e-05,11601.968,9.893151,0.186525,0.504923,349.641,0,0.0012099999999999958
316.633528,-25.55534,0.036232,0.000103,10862.08,30.878623,0.1971,0.533551,-363.511,0,-0.0012580000000000022
316.985141,-25.610126,0.039334,0.000103,11792.037,30.878623,0.233035,0.630827,532.841,0,0.0018439999999999984
316.570013,-25.570349,0.035595,0.00015,10671.113,44.968869,0.253208,0.685434,-547.578,0,-0.0018950000000000009
317.096161,-25.389999,0.036642,8.3e-05,10984.995,24.882774,0.263205,0.712497,-245.038,0,-0.0008480000000000015
316.53104,-25.520269,0.037266,0.00015,11172.066,44.968869,0.264501,0.716006,-64.727,0,-0.00022400000000000198
316.530722,-25.349066,0.036952,8.3e-05,11077.931,24.882774,0.267645,0.724517,-155.46,0,-0.0005380000000000038
316.625069,-25.675505,0.037002,0.00015,11092.921,44.968869,0.289322,0.783196,-141.012,0,-0.0004880000000000023
316.993692,-25.192826,0.037606,0.000103,11273.995,30.878623,0.297047,0.804108,33.519,0,0.00011599999999999805
317.143031,-25.209295,0.036912,0.000103,11065.939,30.878623,0.37864,1.024979,-167.019,0,-0.0005780000000000021
316.437458,-25.24126,0.038363,0.00015,11500.938,44.968869,0.390157,1.056155,252.262,0,0.0008729999999999988
316.607926,-25.053096,0.038213,0.000103,11455.969,30.878623,0.426923,1.15568,208.918,0,0.0007229999999999945
316.338458,-25.568833,0.037473,2.3e-05,11234.123,6.895227,0.444981,1.204565,-4.912,0,-1.7000000000003124e-05
316.307632,-25.551044,0.037423,0.00015,11219.133,44.968869,0.467101,1.264443,-19.36,0,-6.700000000000456e-05
316.616744,-24.952339,0.036235,0.00015,10862.98,44.968869,0.517075,1.399722,-362.644,0,-0.0012549999999999992
317.005027,-24.944462,0.038256,0.00015,11468.86,44.968869,0.52514,1.421556,221.343,0,0.0007659999999999959
317.1017,-25.981228,0.038113,0.00015,11425.99,44.968869,0.60278,1.631728,180.022,0,0.0006229999999999986
317.474121,-25.244108,0.038233,0.00015,11461.965,44.968869,0.630797,1.70757,214.697,0,0.0007430000000000006
316.099005,-25.679902,0.038023,0.00015,11399.009,44.968869,0.685565,1.855827,154.015,0,0.0005329999999999988
317.550778,-25.718448,0.039124,6e-05,11729.08,17.987547,0.725076,1.962784,472.16,0,0.0016339999999999966
316.656364,-24.697041,0.037072,0.00015,11113.906,44.968869,0.754918,2.043564,-120.785,0,-0.0004180000000000017
