field,n_objects
SPLUS-n01s01_predicted,5185
SPLUS-n01s02_predicted,37306
SPLUS-n01s03_predicted,52278
SPLUS-n01s04_predicted,39570
SPLUS-n01s05_predicted,1955
SPLUS-n02n02_predicted,8457
SPLUS-n02n03_predicted,20459
SPLUS-n02n04_predicted,6840
SPLUS-n02s01_predicted,9954
SPLUS-n02s02_predicted,46525
SPLUS-n02s03_predicted,39016
SPLUS-n02s04_predicted,36293
SPLUS-n02s05_predicted,4760
SPLUS-n03s01_predicted,126
SPLUS-n03s02_predicted,25522
SPLUS-n03s03_predicted,34504
SPLUS-n03s04_predicted,21931
