Field,n_objects
HYDRA-0011,85
HYDRA-0021,168
HYDRA-0031,237
HYDRA-0035,203
HYDRA-0036,335
HYDRA-0037,229
HYDRA-0039,151
HYDRA-0041,194
HYDRA-0044,259
HYDRA-0045,442
HYDRA-0048,200
HYDRA-0050,252
HYDRA-0052,213
HYDRA-0053,174
HYDRA-0055,291
HYDRA-0056,357
HYDRA-0061,223
HYDRA-0062,173
HYDRA-0064,186
HYDRA-0069,200
HYDRA-0070,154
HYDRA-0075,179
HYDRA-0077,212
HYDRA-0084,152
HYDRA-0085,219
HYDRA-0086,187
HYDRA-0093,208
HYDRA-0095,143
HYDRA-0096,188
HYDRA-0102,141
HYDRA-0103,254
HYDRA-0104,230
HYDRA-0111,216
HYDRA-0112,263
HYDRA-0120,194
HYDRA-0121,245
HYDRA-0129,255
HYDRA-0136,206
HYDRA-0137,336
HYDRA-D-0001,325
HYDRA-D-0002,229
HYDRA-D-0003,232
HYDRA-D-0004,215
HYDRA_0012,121
HYDRA_0013,161
HYDRA_0014,142
HYDRA_0015,97
HYDRA_0016,89
HYDRA_0017,107
HYDRA_0018,186
HYDRA_0019,95
HYDRA_0020,19
HYDRA_0022,174
HYDRA_0023,218
HYDRA_0024,171
HYDRA_0025,135
HYDRA_0026,108
HYDRA_0027,129
HYDRA_0028,132
HYDRA_0029,149
HYDRA_0030,276
HYDRA_0032,204
HYDRA_0033,258
HYDRA_0034,339
HYDRA_0038,108
HYDRA_0040,251
HYDRA_0042,209
HYDRA_0043,222
HYDRA_0046,271
HYDRA_0047,207
HYDRA_0049,283
HYDRA_0051,149
HYDRA_0054,203
HYDRA_0057,314
HYDRA_0058,214
HYDRA_0059,338
HYDRA_0060,249
HYDRA_0063,139
HYDRA_0065,181
HYDRA_0066,162
HYDRA_0067,205
HYDRA_0068,257
HYDRA_0071,198
HYDRA_0072,141
HYDRA_0073,173
HYDRA_0074,148
HYDRA_0076,230
HYDRA_0078,277
HYDRA_0079,249
HYDRA_0080,289
HYDRA_0081,221
HYDRA_0082,191
HYDRA_0083,158
HYDRA_0087,221
HYDRA_0088,273
HYDRA_0089,152
HYDRA_0091,140
HYDRA_0092,195
HYDRA_0094,174
HYDRA_0097,207
HYDRA_0098,148
HYDRA_0099,162
HYDRA_0100,146
HYDRA_0101,156
HYDRA_0105,164
HYDRA_0106,231
HYDRA_0107,134
HYDRA_0108,141
HYDRA_0109,158
HYDRA_0110,150
HYDRA_0113,289
HYDRA_0114,202
HYDRA_0115,190
HYDRA_0116,171
HYDRA_0117,159
HYDRA_0118,169
HYDRA_0119,116
HYDRA_0122,301
HYDRA_0123,187
HYDRA_0124,199
HYDRA_0125,207
HYDRA_0126,309
HYDRA_0127,225
HYDRA_0128,153
HYDRA_0130,312
HYDRA_0131,232
HYDRA_0132,219
HYDRA_0133,205
HYDRA_0134,237
HYDRA_0135,262
HYDRA_0138,279
HYDRA_0139,271
HYDRA_0140,213
HYDRA_0141,215
HYDRA_0142,237
HYDRA_0143,415
HYDRA_0144,213
HYDRA_0145,339
HYDRA_0146,265
HYDRA_0147,245
HYDRA_0148,222
HYDRA_0149,272
HYDRA_0150,375
HYDRA_0151,307
HYDRA_0152,436
HYDRA_0153,313
HYDRA_0154,305
HYDRA_0155,337
HYDRA_0156,255
HYDRA_0157,458
HYDRA_0158,432
HYDRA_0159,348
HYDRA_0160,667
HYDRA_0161,493
HYDRA_0162,514
HYDRA_0163,316
HYDRA_0164,380
HYDRA_0165,471
HYDRA_0166,484
HYDRA_0167,484
SPLUS-n18s02,8
SPLUS-n18s03,33
SPLUS-n18s04,33
SPLUS-n18s05,57
SPLUS-n18s06,33
SPLUS-n18s07,29
SPLUS-n18s08,6
SPLUS-n19s01,61
SPLUS-n19s02,9
SPLUS-n20s01,200
SPLUS-n20s02,128
SPLUS-n20s03,53
SPLUS-n20s04,1
