field,n_objects
SPLUS-n05s04_predicted,15023
SPLUS-n05s05_predicted,26381
SPLUS-n05s06_predicted,2980
SPLUS-n06s04_predicted,35765
SPLUS-n06s05_predicted,48112
SPLUS-n06s06_predicted,10545
SPLUS-n07s04_predicted,13102
SPLUS-n07s05_predicted,7956
