field,n_objects
SPLUS-n03s02_predicted,456
SPLUS-n03s03_predicted,14286
SPLUS-n03s04_predicted,29120
SPLUS-n03s05_predicted,18831
SPLUS-n03s06_predicted,3694
SPLUS-n04s02_predicted,26377
SPLUS-n04s03_predicted,38336
SPLUS-n04s04_predicted,46137
SPLUS-n04s05_predicted,51253
SPLUS-n04s06_predicted,43877
SPLUS-n04s07_predicted,4237
SPLUS-n05s02_predicted,24785
SPLUS-n05s03_predicted,56123
SPLUS-n05s04_predicted,47689
SPLUS-n05s05_predicted,42916
SPLUS-n05s06_predicted,36947
SPLUS-n05s07_predicted,46270
SPLUS-n05s08_predicted,4417
SPLUS-n06s02_predicted,27315
SPLUS-n06s03_predicted,50838
SPLUS-n06s04_predicted,52267
SPLUS-n06s05_predicted,48113
SPLUS-n06s06_predicted,38377
SPLUS-n06s07_predicted,49186
SPLUS-n06s08_predicted,8049
SPLUS-n07s01_predicted,119
SPLUS-n07s02_predicted,42228
SPLUS-n07s03_predicted,54462
SPLUS-n07s04_predicted,52855
SPLUS-n07s05_predicted,56427
SPLUS-n07s06_predicted,50323
SPLUS-n07s07_predicted,24588
SPLUS-n08s01_predicted,7
SPLUS-n08s02_predicted,26843
SPLUS-n08s03_predicted,59680
SPLUS-n08s04_predicted,56028
SPLUS-n08s05_predicted,48201
SPLUS-n08s06_predicted,16620
SPLUS-n09s03_predicted,577
SPLUS-n09s04_predicted,10013
SPLUS-n09s05_predicted,10453
SPLUS-n09s06_predicted,884
