ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
155.079374,-6.501877,0.051305,0.00015,15380.852,44.968869,0.044123,0.168683,-766.547,0,-0.002694999999999996
155.182296,-6.532593,0.054268,0.00015,16269.137,44.968869,0.063222,0.241698,76.228,0,0.0002679999999999974
155.080397,-6.60309,0.054,0.000333,16188.793,99.830889,0.092207,0.352507,0.0,0,0.0
155.091458,-6.42275,0.051224,0.000297,15356.569,89.03836,0.101012,0.386171,-789.586,0,-0.0027760000000000007
155.254587,-6.528145,0.053975,0.000297,16181.298,89.03836,0.133983,0.512219,-7.111,0,-2.4999999999997247e-05
155.124233,-6.353715,0.052887,0.000183,15855.124,54.86202,0.166038,0.634767,-316.574,0,-0.001112999999999996
155.004933,-6.399099,0.052333,0.00015,15689.039,44.968869,0.166176,0.635292,-474.15,0,-0.0016670000000000018
154.990244,-6.409864,0.051472,0.00015,15430.917,44.968869,0.169362,0.647474,-719.047,0,-0.0025280000000000025
155.261934,-6.667523,0.056222,0.00015,16854.932,44.968869,0.204297,0.78103,632.01,0,0.0022220000000000018
155.306502,-6.639228,0.052696,0.00015,15797.863,44.968869,0.220503,0.842986,-370.901,0,-0.0013039999999999996
155.234165,-6.715318,0.057026,0.00015,17095.965,44.968869,0.226124,0.864475,860.694,0,0.003026000000000001
154.936833,-6.378389,0.055386,0.000297,16604.305,89.03836,0.230405,0.880841,394.224,0,0.0013859999999999983
154.875381,-6.477571,0.0522,0.000297,15649.166,89.03836,0.246661,0.94299,-511.98,0,-0.001799999999999996
155.105283,-6.26805,0.054014,0.00015,16192.99,44.968869,0.252074,0.963684,3.982,0,1.4000000000000123e-05
154.832189,-6.657501,0.055525,0.000183,16645.976,54.86202,0.317421,1.213507,433.76,0,0.0015249999999999986
155.024972,-6.21396,0.055245,0.00015,16562.034,44.968869,0.319986,1.22331,354.119,0,0.001245000000000003
155.368183,-6.726238,0.053794,0.00015,16127.035,44.968869,0.32165,1.229672,-58.593,0,-0.00020599999999999785
154.8295,-6.365083,0.05181,0.000297,15532.247,89.03836,0.327427,1.25176,-622.908,0,-0.0021899999999999975
155.186329,-6.859497,0.055515,0.00015,16642.978,44.968869,0.346128,1.323254,430.916,0,0.0015150000000000025
155.261188,-6.195112,0.053277,0.00015,15972.043,44.968869,0.353602,1.351826,-205.645,0,-0.0007230000000000014
