field,n_objects
SPLUS-s02s05_predicted,1049
SPLUS-s02s06_predicted,5827
SPLUS-s02s07_predicted,479
SPLUS-s03s04_predicted,14504
SPLUS-s03s05_predicted,42942
SPLUS-s04s05_predicted,55240
SPLUS-s04s06_predicted,48592
SPLUS-s04s07_predicted,48523
SPLUS-s05s05_predicted,60597
SPLUS-s05s06_predicted,57522
SPLUS-s05s07_predicted,50191
SPLUS-s06s04_predicted,54064
SPLUS-s06s05_predicted,54449
SPLUS-s06s06_predicted,42772
SPLUS-s06s07_predicted,48328
SPLUS-s07s04_predicted,16741
SPLUS-s07s05_predicted,48529
SPLUS-s07s06_predicted,51276
SPLUS-s08s05_predicted,5208
SPLUS-s08s06_predicted,20171
