field,n_objects
HYDRA_0140_predicted,252
HYDRA_0141_predicted,48227
HYDRA_0142_predicted,88133
HYDRA_0143_predicted,68843
HYDRA_0144_predicted,11463
HYDRA_0147_predicted,23892
HYDRA_0148_predicted,124753
HYDRA_0149_predicted,113663
HYDRA_0150_predicted,141558
HYDRA_0151_predicted,131547
HYDRA_0154_predicted,30985
HYDRA_0155_predicted,134010
HYDRA_0156_predicted,135029
HYDRA_0157_predicted,143734
HYDRA_0158_predicted,166388
HYDRA_0159_predicted,70595
HYDRA_0163_predicted,142907
HYDRA_0164_predicted,163990
HYDRA_0165_predicted,164258
HYDRA_0166_predicted,184772
HYDRA_0167_predicted,96954
