Field,n_objects
STRIPE82-0050,12
STRIPE82-0051,229
STRIPE82-0052,175
STRIPE82-0053,314
STRIPE82-0057,258
STRIPE82-0058,294
STRIPE82-0059,379
STRIPE82-0060,289
STRIPE82-0062,254
STRIPE82-0063,299
STRIPE82-0066,345
STRIPE82-0068,412
STRIPE82-0069,304
STRIPE82-0074,251
STRIPE82_0049,44
STRIPE82_0054,218
STRIPE82_0055,304
STRIPE82_0056,312
STRIPE82_0061,413
STRIPE82_0064,273
STRIPE82_0065,286
STRIPE82_0067,403
STRIPE82_0070,243
STRIPE82_0071,247
STRIPE82_0072,249
STRIPE82_0073,311
STRIPE82_0075,65
STRIPE82_0076,25
