field,n_objects
SPLUS-s02s23,4912
SPLUS-s02s24,15006
SPLUS-s02s25,14015
SPLUS-s02s26,10772
STRIPE82-0165,6520
STRIPE82-0167,11590
STRIPE82-0169,3346
