field,n_objects
SPLUS-n01s01_predicted,42870
SPLUS-n01s02_predicted,39674
SPLUS-n01s03_predicted,52278
SPLUS-n01s04_predicted,43726
SPLUS-n01s05_predicted,39065
SPLUS-n01s06_predicted,44536
SPLUS-n01s07_predicted,32185
SPLUS-n01s08_predicted,337
SPLUS-n02n01_predicted,48420
SPLUS-n02n02_predicted,40027
SPLUS-n02n03_predicted,43028
SPLUS-n02n04_predicted,41100
SPLUS-n02n05_predicted,40729
SPLUS-n02s01_predicted,48875
SPLUS-n02s02_predicted,46527
SPLUS-n02s03_predicted,39016
SPLUS-n02s04_predicted,36768
SPLUS-n02s05_predicted,43117
SPLUS-n02s06_predicted,42239
SPLUS-n02s07_predicted,38085
SPLUS-n02s08_predicted,7656
SPLUS-n03n01_predicted,43285
SPLUS-n03n02_predicted,38725
SPLUS-n03n03_predicted,36563
SPLUS-n03n04_predicted,33699
SPLUS-n03s01_predicted,40155
SPLUS-n03s02_predicted,47822
SPLUS-n03s03_predicted,42041
SPLUS-n03s04_predicted,49567
SPLUS-n03s05_predicted,41750
SPLUS-n03s06_predicted,40856
SPLUS-n03s07_predicted,41987
SPLUS-n03s08_predicted,11423
SPLUS-n04n01_predicted,49006
SPLUS-n04s01_predicted,44868
SPLUS-n04s02_predicted,46944
SPLUS-n04s03_predicted,38336
SPLUS-n04s04_predicted,46137
SPLUS-n04s05_predicted,51253
SPLUS-n04s06_predicted,50095
SPLUS-n04s07_predicted,41520
SPLUS-n04s08_predicted,9582
SPLUS-n05s01_predicted,59089
SPLUS-n05s02_predicted,46699
SPLUS-n05s03_predicted,56123
SPLUS-n05s04_predicted,47689
SPLUS-n05s05_predicted,42916
SPLUS-n05s06_predicted,36947
SPLUS-n05s07_predicted,47366
SPLUS-n05s08_predicted,25687
SPLUS-n06s01_predicted,51707
SPLUS-n06s02_predicted,42950
SPLUS-n06s03_predicted,50838
SPLUS-n06s04_predicted,52267
SPLUS-n06s05_predicted,48113
SPLUS-n06s06_predicted,38377
SPLUS-n06s07_predicted,49174
SPLUS-n06s08_predicted,10975
SPLUS-n07s01_predicted,51567
SPLUS-n07s02_predicted,51165
SPLUS-n07s03_predicted,54462
SPLUS-n07s04_predicted,52855
SPLUS-n07s05_predicted,56427
SPLUS-n07s06_predicted,50171
SPLUS-n07s07_predicted,15449
SPLUS-n08s01_predicted,44579
SPLUS-n08s02_predicted,53775
SPLUS-n08s03_predicted,60837
SPLUS-n08s04_predicted,56028
SPLUS-n08s05_predicted,47559
SPLUS-n08s06_predicted,9279
SPLUS-n09s01_predicted,51450
SPLUS-n09s02_predicted,50329
SPLUS-n09s03_predicted,44117
SPLUS-n09s04_predicted,48209
SPLUS-n09s05_predicted,29340
SPLUS-n09s06_predicted,2053
SPLUS-n10s01_predicted,45106
SPLUS-n10s02_predicted,37981
SPLUS-n10s03_predicted,21268
SPLUS-n10s04_predicted,3788
