Field,n_objects
SPLUS-s18s50,254
SPLUS-s18s51,267
SPLUS-s19s49,197
SPLUS-s19s50,247
SPLUS-s19s51,199
SPLUS-s20s02,367
SPLUS-s20s03,261
SPLUS-s20s04,331
SPLUS-s20s05,24
SPLUS-s20s47,206
SPLUS-s20s48,204
SPLUS-s20s49,301
SPLUS-s20s50,340
SPLUS-s20s51,244
SPLUS-s21s01,309
SPLUS-s21s02,292
SPLUS-s21s03,192
SPLUS-s21s04,227
SPLUS-s21s05,52
SPLUS-s21s43,26
SPLUS-s21s44,257
SPLUS-s21s45,175
SPLUS-s21s46,225
SPLUS-s21s47,216
SPLUS-s21s48,296
SPLUS-s21s49,301
SPLUS-s22s01,362
SPLUS-s22s02,310
SPLUS-s22s03,404
SPLUS-s22s04,282
SPLUS-s22s05,148
SPLUS-s22s43,33
SPLUS-s22s44,149
SPLUS-s22s45,164
SPLUS-s22s46,153
SPLUS-s22s47,176
SPLUS-s22s48,467
SPLUS-s22s49,461
SPLUS-s23s01,299
SPLUS-s23s02,269
SPLUS-s23s03,353
SPLUS-s23s04,211
SPLUS-s23s05,37
SPLUS-s23s43,13
SPLUS-s23s44,147
SPLUS-s23s45,216
SPLUS-s23s46,197
SPLUS-s23s47,293
SPLUS-s23s48,264
SPLUS-s23s49,273
SPLUS-s24s01,341
SPLUS-s24s02,286
SPLUS-s24s03,216
SPLUS-s24s04,218
SPLUS-s24s05,12
SPLUS-s24s71,152
SPLUS-s24s72,208
SPLUS-s24s73,305
SPLUS-s24s74,223
SPLUS-s24s75,216
SPLUS-s24s76,310
SPLUS-s25s01,284
SPLUS-s25s02,260
SPLUS-s25s03,254
SPLUS-s25s04,147
SPLUS-s25s71,34
SPLUS-s25s72,207
SPLUS-s25s73,231
SPLUS-s25s74,233
SPLUS-s25s75,171
SPLUS-s25s76,369
SPLUS-s26s01,327
SPLUS-s26s02,217
SPLUS-s26s03,121
SPLUS-s26s04,5
SPLUS-s26s70,64
SPLUS-s26s71,216
SPLUS-s26s72,172
SPLUS-s26s73,194
SPLUS-s26s74,341
SPLUS-s27s01,475
SPLUS-s27s02,109
SPLUS-s27s03,3
SPLUS-s27s72,382
SPLUS-s27s73,471
SPLUS-s28s73,2
