field,n_objects
SPLUS-s28s31,1254
SPLUS-s28s32,11434
SPLUS-s28s33,14718
SPLUS-s28s34,12466
SPLUS-s28s35,3111
SPLUS-s29s30,3800
SPLUS-s29s31,16088
SPLUS-s29s32,17343
SPLUS-s29s33,18062
SPLUS-s29s34,18104
SPLUS-s29s35,4377
SPLUS-s30s30,15709
SPLUS-s30s31,16407
SPLUS-s30s32,18062
SPLUS-s30s33,18573
SPLUS-s30s34,19286
SPLUS-s30s35,1729
SPLUS-s31s29,5888
SPLUS-s31s30,16773
SPLUS-s31s31,18208
SPLUS-s31s32,19319
SPLUS-s31s33,18722
SPLUS-s31s34,5536
SPLUS-s32s29,5610
SPLUS-s32s30,17031
SPLUS-s32s31,17974
SPLUS-s32s32,16735
SPLUS-s32s33,3173
SPLUS-s33s29,116
SPLUS-s33s30,3404
SPLUS-s33s31,1984
