Field,n_objects
HYDRA-0035,53
HYDRA-0036,42
HYDRA-0037,5
HYDRA-0041,208
HYDRA-0044,306
HYDRA-0045,485
HYDRA-0048,135
HYDRA-0050,305
HYDRA-0052,250
HYDRA-0053,219
HYDRA-0055,339
HYDRA-0056,400
HYDRA-0061,262
HYDRA-0062,209
HYDRA-0064,211
HYDRA-0069,218
HYDRA-0070,192
HYDRA-0075,208
HYDRA-0077,218
HYDRA-0084,182
HYDRA-0085,253
HYDRA-0086,198
HYDRA-0093,250
HYDRA-0095,151
HYDRA-0096,193
HYDRA-0102,188
HYDRA-0103,260
HYDRA-0104,233
HYDRA-0111,235
HYDRA-0112,265
HYDRA-0120,196
HYDRA-0121,250
HYDRA-0129,259
HYDRA-0136,213
HYDRA-0137,339
HYDRA-D-0001,351
HYDRA-D-0002,237
HYDRA-D-0003,238
HYDRA-D-0004,221
HYDRA_0032,1
HYDRA_0033,25
HYDRA_0034,46
HYDRA_0040,196
HYDRA_0042,232
HYDRA_0043,248
HYDRA_0046,289
HYDRA_0047,188
HYDRA_0049,312
HYDRA_0051,192
HYDRA_0054,241
HYDRA_0057,356
HYDRA_0058,254
HYDRA_0059,356
HYDRA_0060,288
HYDRA_0063,168
HYDRA_0065,201
HYDRA_0066,184
HYDRA_0067,254
HYDRA_0068,264
HYDRA_0071,228
HYDRA_0072,162
HYDRA_0073,201
HYDRA_0074,172
HYDRA_0076,257
HYDRA_0078,284
HYDRA_0079,257
HYDRA_0080,304
HYDRA_0081,250
HYDRA_0082,222
HYDRA_0083,179
HYDRA_0087,228
HYDRA_0088,276
HYDRA_0089,154
HYDRA_0091,164
HYDRA_0092,217
HYDRA_0094,209
HYDRA_0097,209
HYDRA_0098,150
HYDRA_0099,168
HYDRA_0100,159
HYDRA_0101,170
HYDRA_0105,166
HYDRA_0106,235
HYDRA_0107,136
HYDRA_0108,146
HYDRA_0109,161
HYDRA_0110,163
HYDRA_0113,298
HYDRA_0114,206
HYDRA_0115,194
HYDRA_0116,174
HYDRA_0117,161
HYDRA_0118,172
HYDRA_0119,120
HYDRA_0122,303
HYDRA_0123,191
HYDRA_0124,200
HYDRA_0125,209
HYDRA_0126,317
HYDRA_0127,234
HYDRA_0128,156
HYDRA_0130,319
HYDRA_0131,234
HYDRA_0132,221
HYDRA_0133,213
HYDRA_0134,242
HYDRA_0135,263
HYDRA_0138,284
HYDRA_0139,275
HYDRA_0140,216
HYDRA_0141,219
HYDRA_0142,239
HYDRA_0143,425
HYDRA_0144,218
HYDRA_0145,344
HYDRA_0146,269
HYDRA_0147,247
HYDRA_0148,224
HYDRA_0149,274
HYDRA_0150,378
HYDRA_0151,311
HYDRA_0152,452
HYDRA_0153,319
HYDRA_0154,313
HYDRA_0155,340
HYDRA_0156,260
HYDRA_0157,465
HYDRA_0158,435
HYDRA_0159,359
HYDRA_0160,674
HYDRA_0161,500
HYDRA_0162,517
HYDRA_0163,321
HYDRA_0164,388
HYDRA_0165,474
HYDRA_0166,490
HYDRA_0167,494
