Field,n_objects
SPLUS-n02s02,8
SPLUS-n02s03,285
SPLUS-n02s04,496
SPLUS-n02s05,396
SPLUS-n02s06,213
SPLUS-n03s02,362
SPLUS-n03s03,692
SPLUS-n03s04,941
SPLUS-n03s05,697
SPLUS-n03s06,736
SPLUS-n03s07,175
SPLUS-n04s02,454
SPLUS-n04s03,569
SPLUS-n04s04,805
SPLUS-n04s05,685
SPLUS-n04s06,431
SPLUS-n04s07,367
SPLUS-n05s02,430
SPLUS-n05s03,728
SPLUS-n05s04,539
SPLUS-n05s05,837
SPLUS-n05s06,385
SPLUS-n05s07,461
SPLUS-n05s08,158
SPLUS-n06s02,100
SPLUS-n06s03,486
SPLUS-n06s04,553
SPLUS-n06s05,838
SPLUS-n06s06,504
SPLUS-n06s07,479
SPLUS-n06s08,84
SPLUS-n07s02,14
SPLUS-n07s03,393
SPLUS-n07s04,778
SPLUS-n07s05,595
SPLUS-n07s06,410
SPLUS-n07s07,43
SPLUS-n08s03,4
SPLUS-n08s04,52
SPLUS-n08s05,18
