ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member
19.723421,-1.002028,0.045293,1.2e-05,13578.5,3.597509,0.001882,0.006027,26.675,0
19.7055,-0.997184,0.044992,2.2e-05,13488.262,6.595434,0.01911,0.061194,-59.66,0
19.751097,-0.99675,0.04448,2.5e-05,13334.769,7.494811,0.028613,0.091624,-206.516,0
19.734264,-0.973723,0.043517,1.9e-05,13046.068,5.696057,0.032085,0.102743,-482.731,0
19.741236,-0.960575,0.043114,2.4e-05,12925.252,7.195019,0.046865,0.150069,-598.323,0
19.669655,-1.009722,0.046085,1.7e-05,13815.935,5.096472,0.05404,0.173046,253.843,0
19.78533,-1.006096,0.047037,3e-05,14101.338,8.993774,0.061969,0.198436,526.903,0
19.787508,-0.988934,0.045646,2.3e-05,13684.327,6.895227,0.065834,0.210813,127.925,0
19.664995,-1.037668,0.046176,2.1e-05,13843.217,6.295642,0.067443,0.215964,279.944,0
19.655422,-0.990058,0.046964,9e-06,14079.453,2.698132,0.069355,0.222087,505.964,0
19.653273,-0.994826,0.048553,7e-06,14555.823,2.098547,0.070692,0.226369,961.734,0
19.737055,-1.080857,0.041885,4e-05,12556.807,11.991698,0.078151,0.250252,-950.834,0
19.668814,-1.064931,0.044157,1.2e-05,13237.936,3.597509,0.081861,0.262133,-299.161,0
19.754509,-0.921812,0.047751,1.6e-05,14315.39,4.796679,0.087796,0.281139,731.698,0
19.706287,-1.094063,0.045069,7.3e-05,13511.346,21.884849,0.09176,0.293833,-37.574,0
19.814423,-1.02564,0.047472,5e-06,14231.748,1.498962,0.093577,0.29965,651.673,0
19.631277,-1.03021,0.043069,3e-06,12911.761,0.899377,0.09578,0.306706,-611.23,0
19.818003,-0.970369,0.045956,9.9e-05,13777.262,29.679453,0.100369,0.321398,216.842,0
19.789015,-0.927024,0.044719,1.2e-05,13406.419,3.597509,0.101078,0.32367,-137.964,0
19.808004,-0.940209,0.04572,2.7e-05,13706.511,8.094396,0.105902,0.339116,149.15,0
19.806023,-1.08428,0.046108,1.5e-05,13822.831,4.496887,0.115263,0.369091,260.44,0
19.814396,-0.926987,0.043032,3.3e-05,12900.669,9.893151,0.11915,0.381539,-621.843,0
19.615755,-1.057551,0.045115,1.4e-05,13525.137,4.197094,0.120246,0.385049,-24.38,0
19.856064,-0.974684,0.047553,5e-05,14256.031,14.989623,0.135835,0.434968,674.906,0
19.814943,-1.104326,0.044568,2.8e-05,13361.15,8.394189,0.135878,0.435104,-181.275,0
19.598467,-1.057881,0.046552,6e-06,13955.939,1.798755,0.136066,0.435706,387.791,0
19.738049,-0.86616,0.043829,6e-06,13139.604,1.798755,0.138528,0.44359,-393.241,0
19.632927,-1.109679,0.045255,9e-06,13567.108,2.698132,0.139169,0.445645,15.776,0
19.86934,-0.969117,0.045595,6.1e-05,13669.037,18.28734,0.150018,0.480384,113.297,0
19.572844,-1.00235,0.046193,3.7e-05,13848.313,11.092321,0.150531,0.482027,284.82,0
19.882496,-0.997976,0.046148,0.000162,13834.822,48.566378,0.159192,0.509762,271.913,0
19.720741,-0.842665,0.046358,4e-05,13897.779,11.991698,0.161267,0.516405,332.147,0
19.560526,-1.006113,0.04804,6e-06,14402.03,1.798755,0.162854,0.521487,814.591,0
19.806253,-1.144439,0.046845,8e-06,14043.778,2.39834,0.163134,0.522383,471.832,0
19.876028,-0.915839,0.046196,4.5e-05,13849.212,13.490661,0.176204,0.564235,285.681,0
19.8715,-1.108409,0.048332,8e-06,14489.569,2.39834,0.181245,0.58038,898.345,0
19.554115,-1.072935,0.04417,1.4e-05,13241.833,4.197094,0.182783,0.585304,-295.433,0
19.806772,-1.169733,0.045366,1.7e-05,13600.385,5.096472,0.185601,0.594327,47.613,0
19.884312,-1.102183,0.044167,4.9e-05,13240.933,14.68983,0.188535,0.603723,-296.293,0
19.804365,-1.17753,0.047908,1.1e-05,14362.457,3.297717,0.191569,0.613439,776.73,0
19.752615,-1.21153,0.048223,5e-06,14456.892,1.498962,0.209666,0.671388,867.081,0
19.634378,-1.197349,0.046758,1.4e-05,14017.696,4.197094,0.21293,0.681841,446.878,0
19.512686,-1.049418,0.044307,1.5e-05,13282.904,4.496887,0.215531,0.690168,-256.137,0
19.855042,-0.827364,0.045911,8.3e-05,13763.772,24.882774,0.220217,0.705173,203.935,0
19.763075,-1.23367,0.044809,1e-05,13433.4,2.997925,0.233161,0.746623,-112.15,0
19.757729,-1.240881,0.044124,2.3e-05,13228.042,6.895227,0.239445,0.766746,-308.627,0
19.770657,-0.767643,0.045823,1.3e-05,13737.39,3.897302,0.240947,0.771556,178.694,0
19.775389,-1.239439,0.047439,2.7e-05,14221.854,8.094396,0.241199,0.772362,642.208,0
19.662933,-1.24113,0.045274,1.7e-05,13572.804,5.096472,0.2448,0.783894,21.225,0
19.787752,-0.764474,0.047171,2e-06,14141.51,0.599585,0.247933,0.793925,565.338,0
19.895407,-1.195344,0.048526,2e-06,14547.729,0.599585,0.257348,0.824072,953.989,0
19.650425,-0.748261,0.045676,1.4e-05,13693.32,4.197094,0.265855,0.851313,136.53,0
19.779058,-1.26478,0.04484,1.1e-05,13442.694,3.297717,0.266742,0.854154,-103.258,0
19.819464,-1.265224,0.046969,7.1e-05,14080.952,21.285265,0.27841,0.891519,507.398,0
19.507105,-1.1832,0.045355,1.6e-05,13597.087,4.796679,0.280909,0.89952,44.458,0
19.74234,-0.706225,0.045705,1.9e-05,13702.014,5.696057,0.298287,0.955169,144.848,0
19.84016,-1.281618,0.045766,2.5e-05,13720.302,7.494811,0.301252,0.964662,162.345,0
19.680634,-0.701882,0.044838,8e-06,13442.094,2.39834,0.305038,0.976787,-103.832,0
19.656225,-1.316965,0.046659,8e-06,13988.016,2.39834,0.320177,1.025263,418.482,0
19.607056,-0.705372,0.048205,1e-06,14451.495,0.299792,0.320397,1.025969,861.918,0
19.72697,-0.683222,0.045472,9e-06,13632.163,2.698132,0.320708,1.026964,78.017,0
19.677483,-1.329079,0.045426,1.3e-05,13618.372,3.897302,0.328393,1.051571,64.823,0
19.720835,-0.659847,0.048221,9e-06,14456.292,2.698132,0.344072,1.101781,866.507,0
19.378517,-1.021581,0.045138,1.8e-05,13532.032,5.396264,0.345273,1.105624,-17.783,0
20.082514,-1.076814,0.048113,5e-06,14423.915,1.498962,0.366395,1.173262,835.529,0
19.901781,-0.677668,0.045219,4e-06,13556.315,1.19917,0.371816,1.190622,5.45,0
19.35257,-1.065503,0.046011,1.4e-05,13793.751,4.197094,0.375844,1.20352,232.617,0
19.989506,-1.269532,0.045573,1.2e-05,13662.442,3.597509,0.375967,1.203912,106.987,0
19.948698,-0.702022,0.045213,1.8e-05,13554.516,5.396264,0.376676,1.206182,3.729,0
19.442219,-1.272049,0.047982,2e-05,14384.642,5.995849,0.388499,1.244042,797.955,0
20.015116,-0.746033,0.04578,6e-06,13724.499,1.798755,0.389331,1.246706,166.36,0
20.020079,-0.751393,0.045484,3e-06,13635.76,0.899377,0.389567,1.247461,81.459,0
19.901838,-0.641682,0.045102,2.3e-05,13521.239,6.895227,0.403786,1.292994,-28.109,0
19.451868,-0.704807,0.043652,1.3e-05,13086.54,3.897302,0.403936,1.293474,-444.009,0
20.116493,-1.134501,0.045054,1e-05,13506.849,2.997925,0.41417,1.326245,-41.877,0
20.064354,-0.761534,0.045734,7e-06,13710.708,2.098547,0.41829,1.33944,153.166,0
20.170145,-1.087756,0.043624,7e-06,13078.146,2.098547,0.454488,1.455349,-452.041,0
19.361084,-0.686184,0.046965,8.4e-05,14079.753,25.182566,0.481846,1.542955,506.251,0
19.33817,-0.710788,0.046788,5e-06,14026.69,1.498962,0.484014,1.549898,455.483,0
20.003426,-1.421019,0.042765,3e-06,12820.624,0.899377,0.50237,1.608679,-698.426,0
19.230474,-0.866921,0.047125,2e-05,14127.72,5.995849,0.511525,1.637993,552.144,0
19.839735,-1.506895,0.0434,1.5e-05,13010.993,4.496887,0.516261,1.65316,-516.29,0
19.805443,-0.485663,0.048415,3e-06,14514.452,0.899377,0.5247,1.680184,922.152,0
19.524517,-0.506216,0.045123,8e-06,13527.535,2.39834,0.535946,1.716192,-22.086,0
19.982372,-0.50537,0.043851,9e-06,13146.199,2.698132,0.561777,1.798909,-386.931,0
19.929863,-1.533903,0.045135,1e-05,13531.133,2.997925,0.56878,1.821334,-18.644,0
19.744135,-0.435073,0.047414,2e-06,14214.36,0.599585,0.569215,1.822727,635.037,0
19.16884,-1.194484,0.047869,4e-06,14350.765,1.19917,0.586302,1.877442,765.544,0
19.401379,-0.512641,0.043386,7e-06,13006.796,2.098547,0.587371,1.880865,-520.306,0
20.00203,-0.474151,0.044877,1e-05,13453.786,2.997925,0.598549,1.91666,-92.645,0
20.301786,-1.203401,0.047616,5e-06,14274.918,1.498962,0.611748,1.958926,692.976,0
20.309586,-1.267314,0.045107,2e-06,13522.738,0.599585,0.642574,2.057637,-26.675,0
19.749666,-1.659619,0.044517,5.5e-05,13345.861,16.488585,0.656235,2.101381,-195.903,0
20.348248,-1.217099,0.045037,1.1e-05,13501.753,3.297717,0.660134,2.113866,-46.753,0
19.750486,-1.663842,0.04692,5.1e-05,14066.262,15.289415,0.660488,2.114999,493.344,0
20.340504,-1.253276,0.046089,4e-06,13817.135,1.19917,0.665504,2.131063,254.99,0
19.852203,-1.660851,0.044685,6e-06,13396.226,1.798755,0.669447,2.143687,-147.716,0
20.269053,-1.407559,0.044955,8e-06,13477.17,2.39834,0.678667,2.173212,-70.273,0
19.158257,-0.623979,0.046709,2.2e-05,14003.006,6.595434,0.6809,2.180362,432.823,0
19.456135,-0.377471,0.047423,1e-05,14217.058,2.997925,0.68105,2.180842,637.618,0
19.65462,-1.692814,0.048133,3e-06,14429.91,0.899377,0.692327,2.216953,841.266,0
19.616898,-0.306025,0.047006,4e-06,14092.044,1.19917,0.705961,2.260611,518.011,0
19.28836,-0.446783,0.042728,3e-06,12809.532,0.899377,0.706812,2.263338,-709.038,0
19.617271,-0.301419,0.044545,1.6e-05,13354.255,4.796679,0.710459,2.275014,-187.872,0
19.456776,-0.340904,0.046775,2e-06,14022.792,0.599585,0.71459,2.288242,451.754,0
19.91996,-0.316803,0.044234,5e-06,13261.02,1.498962,0.714664,2.288479,-277.076,0
20.20559,-0.475721,0.048346,2e-06,14493.766,0.599585,0.715143,2.290013,902.36,0
19.64873,-0.280199,0.047208,6e-06,14152.602,1.798755,0.727551,2.329746,575.95,0
20.034315,-0.336438,0.048263,2e-05,14468.883,5.995849,0.736318,2.357819,878.554,0
19.633282,-1.739464,0.047859,2e-06,14347.767,0.599585,0.741051,2.372976,762.675,0
20.06629,-0.34064,0.046971,9e-06,14081.552,2.698132,0.74664,2.390873,507.972,0
20.063908,-0.335951,0.046812,6e-06,14033.885,1.798755,0.749724,2.400749,462.366,0
20.048473,-0.326136,0.046168,1.7e-05,13840.818,5.096472,0.751681,2.407015,277.649,0
20.329847,-0.552515,0.045129,1e-05,13529.334,2.997925,0.755933,2.420631,-20.365,0
19.279371,-0.372929,0.04595,1e-05,13775.463,2.997925,0.771511,2.470515,215.121,0
19.648388,-0.233025,0.04767,6e-06,14291.106,1.798755,0.774524,2.480162,708.465,0
20.487856,-0.878135,0.044992,4e-06,13488.262,1.19917,0.774628,2.480495,-59.66,0
19.64286,-0.22905,0.048309,1.1e-05,14482.674,3.297717,0.779032,2.494599,891.748,0
19.642199,-0.228317,0.047499,6e-06,14239.842,1.798755,0.77983,2.497153,659.417,0
18.983181,-1.262986,0.048255,7e-06,14466.485,2.098547,0.784131,2.510926,876.259,0
20.537691,-1.165263,0.046876,1e-06,14053.071,0.299792,0.83001,2.65784,480.723,0
19.94014,-0.202055,0.047176,2e-06,14143.009,0.599585,0.830625,2.659807,566.772,0
19.452593,-1.798295,0.045856,2.4e-05,13747.283,7.195019,0.839259,2.687456,188.159,0
19.701136,-0.156252,0.046837,8e-06,14041.379,2.39834,0.84795,2.715286,469.537,0
19.441568,-0.20398,0.046973,1.9e-05,14082.151,5.696057,0.848108,2.715792,508.546,0
19.704115,-1.853142,0.046059,2e-06,13808.141,0.599585,0.849451,2.720091,246.385,0
19.989843,-1.834652,0.044727,3.1e-05,13408.817,9.293566,0.872415,2.793626,-135.67,0
19.68232,-0.116053,0.044721,1.4e-05,13407.019,4.197094,0.888806,2.846114,-137.391,0
20.00674,-0.137529,0.042644,1e-05,12784.35,2.997925,0.911525,2.918865,-733.132,0
19.504591,-0.096303,0.047918,7e-06,14365.455,2.098547,0.9336,2.989552,779.598,0
19.885283,-0.073254,0.046181,6e-06,13844.716,1.798755,0.944628,3.024865,281.378,0
20.471151,-0.383023,0.04594,2e-05,13772.466,5.995849,0.971841,3.112008,212.253,0
20.085539,-1.925021,0.044703,5e-06,13401.622,1.498962,0.989726,3.169277,-142.553,0
18.858826,-0.521766,0.045218,7e-06,13556.015,2.098547,0.9898,3.169515,5.163,0
19.089346,-0.231096,0.042105,3e-06,12622.761,0.899377,0.999565,3.200783,-887.732,0
19.09386,-0.209258,0.042197,6e-06,12650.342,1.798755,1.013735,3.246158,-861.344,0
20.233625,-0.121454,0.043289,7e-06,12977.716,2.098547,1.019308,3.264004,-548.128,0
20.353807,-0.190041,0.042408,7e-06,12713.599,2.098547,1.029411,3.296355,-800.823,0
20.57936,-0.42878,0.045459,1e-06,13628.265,0.299792,1.031133,3.301868,74.288,0
19.867662,0.019445,0.044941,3e-06,13472.973,0.899377,1.033472,3.309359,-74.288,0
