Field,n_objects
STRIPE82-0023,628
STRIPE82-0024,285
STRIPE82-0027,568
STRIPE82-0028,759
STRIPE82-0030,600
STRIPE82-0031,446
STRIPE82-0033,370
STRIPE82-0034,406
STRIPE82-0035,470
STRIPE82-0036,117
STRIPE82_0025,695
STRIPE82_0026,615
STRIPE82_0029,664
STRIPE82_0032,408
