field,n_objects
SPLUS-s25s01,15488
SPLUS-s25s02,15869
SPLUS-s25s03,8830
SPLUS-s25s04,307
SPLUS-s25s75,153
SPLUS-s25s76,8316
SPLUS-s26s01,22262
SPLUS-s26s02,20434
SPLUS-s26s03,17875
SPLUS-s26s04,9449
SPLUS-s26s73,10361
SPLUS-s26s74,18660
SPLUS-s27s01,21000
SPLUS-s27s02,20270
SPLUS-s27s03,17411
SPLUS-s27s04,17473
SPLUS-s27s72,17374
SPLUS-s27s73,18632
SPLUS-s28s01,23021
SPLUS-s28s02,19797
SPLUS-s28s03,18710
SPLUS-s28s72,21760
SPLUS-s28s73,19168
SPLUS-s29s01,21591
SPLUS-s29s02,18712
SPLUS-s29s03,18908
SPLUS-s29s71,19125
SPLUS-s30s02,18221
SPLUS-s30s03,16110
