field,n_objects
SPLUS-s21s29,8788
SPLUS-s21s30,17295
SPLUS-s21s31,6115
SPLUS-s22s29,17573
SPLUS-s22s30,24837
SPLUS-s22s31,24114
SPLUS-s22s32,2456
SPLUS-s23s29,7343
SPLUS-s23s30,24613
SPLUS-s23s31,23894
SPLUS-s23s32,4777
SPLUS-s24s57,2530
SPLUS-s24s58,4935
SPLUS-s24s59,1
