field,n_objects
Reticulum2,10758
SPLUS-s39s26,5554
SPLUS-s39s27,14438
SPLUS-s39s28,14835
SPLUS-s39s29,5768
SPLUS-s40s24,1762
SPLUS-s40s25,17337
SPLUS-s40s26,19491
SPLUS-s40s27,19221
SPLUS-s40s28,18927
SPLUS-s40s29,9387
SPLUS-s41s23,333
SPLUS-s41s24,18834
SPLUS-s41s25,16283
SPLUS-s41s26,18922
SPLUS-s41s27,20032
SPLUS-s41s28,20005
SPLUS-s41s29,3966
SPLUS-s42s23,11927
SPLUS-s42s24,14786
SPLUS-s42s25,16570
SPLUS-s42s26,20117
SPLUS-s42s27,21344
SPLUS-s42s28,6386
SPLUS-s43s22,1306
SPLUS-s43s23,15620
SPLUS-s43s24,17877
SPLUS-s43s25,20371
SPLUS-s43s26,18688
SPLUS-s43s27,2538
SPLUS-s44s22,659
SPLUS-s44s23,8540
SPLUS-s44s24,13097
SPLUS-s44s25,5355
