field,n_objects
HYDRA-0011_predicted,69262
HYDRA-0021_predicted,58189
HYDRA_0012_predicted,71591
HYDRA_0013_predicted,61993
HYDRA_0014_predicted,15703
HYDRA_0022_predicted,34122
HYDRA_0023_predicted,2928
SPLUS-n11s01_predicted,29861
SPLUS-n11s02_predicted,23572
SPLUS-n11s03_predicted,6327
SPLUS-n12s01_predicted,57601
SPLUS-n12s02_predicted,58730
SPLUS-n12s03_predicted,27900
SPLUS-n12s04_predicted,621
SPLUS-n13s01_predicted,52825
SPLUS-n13s02_predicted,64778
SPLUS-n13s03_predicted,61709
SPLUS-n13s04_predicted,52361
SPLUS-n13s05_predicted,7553
SPLUS-n14s01_predicted,51930
SPLUS-n14s02_predicted,51264
SPLUS-n14s03_predicted,50857
SPLUS-n14s04_predicted,53854
SPLUS-n14s05_predicted,42194
SPLUS-n15s01_predicted,59798
SPLUS-n15s02_predicted,51733
SPLUS-n15s03_predicted,60985
SPLUS-n15s04_predicted,57197
SPLUS-n15s05_predicted,47653
SPLUS-n15s06_predicted,6467
SPLUS-n16s01_predicted,53000
SPLUS-n16s02_predicted,42663
SPLUS-n16s03_predicted,48090
SPLUS-n16s04_predicted,52242
SPLUS-n16s05_predicted,14408
SPLUS-n17s01_predicted,50012
SPLUS-n17s02_predicted,60662
SPLUS-n17s03_predicted,58109
SPLUS-n17s04_predicted,43629
SPLUS-n17s05_predicted,10836
SPLUS-n18s01_predicted,62758
SPLUS-n18s02_predicted,54464
SPLUS-n18s03_predicted,43973
SPLUS-n18s04_predicted,57040
SPLUS-n18s05_predicted,1758
