ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
39.571704,2.082263,0.022752,0.000333,6820.878,99.830889,1.1e-05,1.8e-05,546.791,0,0.0018620000000000025
39.5815,2.11925,0.02163,4.6e-05,6484.511,13.790453,0.038254,0.058858,217.307,0,0.0007400000000000011
39.521375,1.977417,0.022052,0.001738,6611.023,99.99,0.116291,0.178928,341.231,0,0.0011619999999999998
39.455,2.098333,0.022349,0.000333,6700.062,99.830889,0.117721,0.181129,428.447,0,0.001459000000000002
39.605917,1.968722,0.019997,1.7e-05,5994.95,5.096472,0.118588,0.182463,-262.237,0,-0.000892999999999998
39.566958,1.930306,0.020147,7e-06,6039.919,2.098547,0.15204,0.233933,-218.188,0,-0.0007429999999999971
39.599167,1.931389,0.020191,0.0003,6053.11,89.937737,0.15336,0.235964,-205.267,0,-0.0006989999999999982
39.424083,1.975306,0.021592,7e-05,6473.119,20.985472,0.182216,0.280364,206.148,0,0.0007020000000000012
39.699327,2.220284,0.019179,4e-05,5749.72,11.991698,0.187923,0.289145,-502.449,0,-0.0017109999999999972
39.55693,1.858502,0.018,0.0004,5396.264,99.99,0.224256,0.345047,-848.671,0,-0.00289
39.579458,2.310028,0.01943,5.7e-05,5824.967,17.08817,0.227888,0.350635,-428.741,0,-0.0014599999999999995
39.851256,1.963936,0.022138,1.3e-05,6636.805,3.897302,0.303403,0.466825,366.485,0,0.0012480000000000026
39.850667,1.962389,0.022192,1.9e-05,6652.994,5.696057,0.303469,0.466927,382.343,0,0.001302000000000001
39.8518,1.963038,0.02223,1e-05,6664.386,2.997925,0.304255,0.468135,393.502,0,0.001340000000000001
39.38609,2.393028,0.021115,0.00024,6330.118,71.95019,0.361903,0.556835,66.073,0,0.0002249999999999995
39.515417,1.686667,0.021745,7e-06,6518.987,2.098547,0.399583,0.614811,251.078,0,0.0008550000000000016
39.510389,1.681824,0.021677,9e-06,6498.601,2.698132,0.405108,0.623311,231.109,0,0.0007869999999999995
39.445359,1.649316,0.02175,0.000333,6520.486,99.830889,0.450989,0.693906,252.546,0,0.0008599999999999997
39.369128,2.514997,0.020708,0.000213,6208.102,63.855794,0.477735,0.735058,-53.446,0,-0.00018199999999999814
40.051858,2.232002,0.021835,0.00016,6545.968,47.966793,0.502662,0.773411,277.507,0,0.0009450000000000014
39.220439,1.683338,0.021235,0.000333,6366.093,99.830889,0.531383,0.817602,101.312,0,0.00034500000000000156
40.073417,2.42675,0.021595,1.2e-05,6474.018,3.597509,0.608322,0.935983,207.029,0,0.0007050000000000008
39.970047,1.531032,0.019257,0.000333,5773.103,99.830889,0.679955,1.0462,-479.543,0,-0.001632999999999999
39.529032,1.391493,0.022421,1.3e-05,6721.647,3.897302,0.692094,1.064876,449.59,0,0.0015310000000000011
39.531315,1.388563,0.022886,2.3e-05,6861.05,6.895227,0.694882,1.069166,586.141,0,0.0019960000000000012
38.859434,2.110612,0.022001,8e-06,6595.734,2.39834,0.712357,1.096054,326.254,0,0.0011110000000000009
38.859285,2.112992,0.022222,0.000244,6661.988,73.14936,0.712604,1.096434,391.152,0,0.0013319999999999999
40.022092,1.50793,0.020662,2.2e-05,6194.312,6.595434,0.729696,1.122733,-66.954,0,-0.00022799999999999904
40.030541,1.512452,0.019599,1.9e-05,5875.632,5.696057,0.731406,1.125364,-379.112,0,-0.0012910000000000005
39.027875,1.553639,0.022619,7e-06,6781.006,2.098547,0.758159,1.166526,507.735,0,0.0017290000000000014
40.17625,2.543611,0.022432,0.000333,6724.944,99.830889,0.760155,1.169598,452.821,0,0.0015420000000000017
40.386527,2.004598,0.021125,0.00012,6333.116,35.975095,0.817988,1.258582,69.01,0,0.00023500000000000257
40.217926,2.60657,0.022149,0.000107,6640.103,32.077793,0.831835,1.279886,369.715,0,0.0012589999999999997
39.699308,1.222578,0.022375,1e-05,6707.856,2.997925,0.869101,1.337226,436.082,0,0.0014850000000000002
39.793993,1.143385,0.020547,1.2e-05,6159.836,3.597509,0.96481,1.484487,-100.725,0,-0.00034299999999999956
40.556583,2.424444,0.022466,3.8e-05,6735.137,11.392113,1.042018,1.603281,462.805,0,0.001576000000000001
38.856078,2.906586,0.022741,1e-05,6817.58,2.997925,1.091296,1.679102,543.561,0,0.001851000000000002
40.395617,1.234868,0.022172,8e-06,6646.998,2.39834,1.181542,1.817957,376.469,0,0.0012820000000000019
40.395762,1.233974,0.022182,0.00043,6649.996,99.99,1.182284,1.819099,379.406,0,0.0012920000000000015
40.39641,1.229823,0.022565,7e-06,6764.817,2.098547,1.185716,1.824379,491.877,0,0.0016750000000000029
