field,n_objects
SPLUS-n09s36_predicted,4188
SPLUS-n09s37_predicted,1101
SPLUS-n10s33_predicted,5982
SPLUS-n10s34_predicted,35028
SPLUS-n10s35_predicted,49073
SPLUS-n10s36_predicted,56822
SPLUS-n10s37_predicted,31333
SPLUS-n10s38_predicted,11779
SPLUS-n11s33_predicted,20517
SPLUS-n11s34_predicted,61937
SPLUS-n11s35_predicted,41942
SPLUS-n11s36_predicted,50102
SPLUS-n11s37_predicted,46451
SPLUS-n11s38_predicted,58721
SPLUS-n11s39_predicted,28665
SPLUS-n12s31_predicted,5560
SPLUS-n12s32_predicted,69817
SPLUS-n12s33_predicted,54215
SPLUS-n12s34_predicted,49102
SPLUS-n12s35_predicted,48834
SPLUS-n12s36_predicted,51462
SPLUS-n12s37_predicted,50918
SPLUS-n12s38_predicted,43449
SPLUS-n12s39_predicted,1459
SPLUS-n13s32_predicted,42689
SPLUS-n13s33_predicted,50008
SPLUS-n13s34_predicted,47352
SPLUS-n13s35_predicted,50328
SPLUS-n13s36_predicted,45071
SPLUS-n13s37_predicted,51918
SPLUS-n13s38_predicted,38961
SPLUS-n13s39_predicted,27367
SPLUS-n14s32_predicted,37985
SPLUS-n14s33_predicted,47260
SPLUS-n14s34_predicted,42201
SPLUS-n14s35_predicted,52705
SPLUS-n14s36_predicted,41584
SPLUS-n14s37_predicted,51752
SPLUS-n14s38_predicted,51733
SPLUS-n14s39_predicted,19185
SPLUS-n15s32_predicted,20070
SPLUS-n15s33_predicted,55523
SPLUS-n15s34_predicted,51198
SPLUS-n15s35_predicted,47655
SPLUS-n15s36_predicted,43594
SPLUS-n15s37_predicted,50062
SPLUS-n15s38_predicted,40303
SPLUS-n15s39_predicted,1735
SPLUS-n16s31_predicted,1597
SPLUS-n16s32_predicted,30607
SPLUS-n16s33_predicted,52014
SPLUS-n16s34_predicted,50206
SPLUS-n16s35_predicted,53538
SPLUS-n16s36_predicted,40043
SPLUS-n16s37_predicted,5727
SPLUS-n17s32_predicted,73
SPLUS-n17s33_predicted,7570
SPLUS-n17s34_predicted,17747
SPLUS-n17s35_predicted,9601
SPLUS-n17s36_predicted,135
