Field,n_objects
SPLUS-s27s34,1
SPLUS-s28s31,74
SPLUS-s28s32,473
SPLUS-s28s33,535
SPLUS-s28s34,427
SPLUS-s28s35,148
SPLUS-s29s30,167
SPLUS-s29s31,587
SPLUS-s29s32,514
SPLUS-s29s33,598
SPLUS-s29s34,528
SPLUS-s29s35,162
SPLUS-s30s29,13
SPLUS-s30s30,562
SPLUS-s30s31,604
SPLUS-s30s32,837
SPLUS-s30s33,784
SPLUS-s30s34,573
SPLUS-s30s35,86
SPLUS-s31s29,207
SPLUS-s31s30,522
SPLUS-s31s31,742
SPLUS-s31s32,1228
SPLUS-s31s33,796
SPLUS-s31s34,155
SPLUS-s32s29,452
SPLUS-s32s30,750
SPLUS-s32s31,610
SPLUS-s32s32,767
SPLUS-s32s33,235
SPLUS-s33s29,38
SPLUS-s33s30,192
SPLUS-s33s31,99
