Field,n_objects
HYDRA-0011,12
HYDRA-0021,16
HYDRA-0031,40
HYDRA-0035,24
HYDRA-0036,71
HYDRA-0037,3
HYDRA-0041,16
HYDRA-0044,47
HYDRA-0045,138
HYDRA-0050,19
HYDRA-0052,14
HYDRA-0053,21
HYDRA-0055,16
HYDRA-0061,12
HYDRA-0062,13
HYDRA-0064,26
HYDRA-0069,24
HYDRA-0070,18
HYDRA-0077,19
HYDRA-0086,8
HYDRA-0095,4
HYDRA_0012,11
HYDRA_0013,21
HYDRA_0014,24
HYDRA_0015,15
HYDRA_0016,14
HYDRA_0017,8
HYDRA_0022,36
HYDRA_0023,13
HYDRA_0024,16
HYDRA_0025,17
HYDRA_0026,31
HYDRA_0027,5
HYDRA_0030,47
HYDRA_0032,30
HYDRA_0033,41
HYDRA_0034,38
HYDRA_0040,35
HYDRA_0042,10
HYDRA_0043,11
HYDRA_0046,6
HYDRA_0049,38
HYDRA_0051,11
HYDRA_0054,37
HYDRA_0059,44
HYDRA_0060,33
HYDRA_0063,40
HYDRA_0068,30
HYDRA_0071,27
HYDRA_0072,9
HYDRA_0073,2
HYDRA_0078,28
HYDRA_0079,36
HYDRA_0080,28
HYDRA_0081,5
HYDRA_0087,42
HYDRA_0088,16
HYDRA_0089,1
SPLUS-n12s01,4
SPLUS-n13s01,22
SPLUS-n13s02,22
SPLUS-n13s03,5
SPLUS-n13s04,2
SPLUS-n14s01,15
SPLUS-n14s02,14
SPLUS-n14s03,12
SPLUS-n14s04,15
SPLUS-n14s05,4
SPLUS-n15s01,27
SPLUS-n15s02,23
SPLUS-n15s03,9
SPLUS-n15s04,14
SPLUS-n15s05,14
SPLUS-n15s06,6
SPLUS-n16s01,17
SPLUS-n16s02,11
SPLUS-n16s03,17
SPLUS-n16s04,17
SPLUS-n16s05,10
SPLUS-n16s06,3
SPLUS-n17s01,25
SPLUS-n17s02,14
SPLUS-n17s03,19
SPLUS-n17s04,22
SPLUS-n17s05,22
SPLUS-n17s06,10
SPLUS-n17s07,1
SPLUS-n18s01,9
SPLUS-n18s02,15
SPLUS-n18s03,10
SPLUS-n18s04,13
SPLUS-n18s05,19
SPLUS-n18s06,18
SPLUS-n18s07,4
