field,n_objects
SPLUS-n06s03_predicted,4934
SPLUS-n06s04_predicted,15489
SPLUS-n06s05_predicted,9307
SPLUS-n06s06_predicted,97
SPLUS-n07s01_predicted,566
SPLUS-n07s02_predicted,32610
SPLUS-n07s03_predicted,54457
SPLUS-n07s04_predicted,52855
SPLUS-n07s05_predicted,52580
SPLUS-n07s06_predicted,13033
SPLUS-n08s01_predicted,31407
SPLUS-n08s02_predicted,53775
SPLUS-n08s03_predicted,60837
SPLUS-n08s04_predicted,56028
SPLUS-n08s05_predicted,51142
SPLUS-n08s06_predicted,17844
SPLUS-n09s01_predicted,14238
SPLUS-n09s02_predicted,50329
SPLUS-n09s03_predicted,44117
SPLUS-n09s04_predicted,48671
SPLUS-n09s05_predicted,49828
SPLUS-n09s06_predicted,52715
SPLUS-n09s07_predicted,6503
SPLUS-n10s01_predicted,22855
SPLUS-n10s02_predicted,52061
SPLUS-n10s03_predicted,47569
SPLUS-n10s04_predicted,48368
SPLUS-n10s05_predicted,52473
SPLUS-n10s06_predicted,22598
SPLUS-n11s02_predicted,12202
SPLUS-n11s03_predicted,45250
SPLUS-n11s04_predicted,52428
SPLUS-n11s05_predicted,41822
SPLUS-n11s06_predicted,15250
SPLUS-n12s02_predicted,253
SPLUS-n12s03_predicted,4486
SPLUS-n12s04_predicted,1446
