Field,n_objects
SPLUS-s25s01,367
SPLUS-s25s02,467
SPLUS-s25s03,311
SPLUS-s25s04,64
SPLUS-s25s75,17
SPLUS-s25s76,267
SPLUS-s26s01,514
SPLUS-s26s02,512
SPLUS-s26s03,340
SPLUS-s26s04,438
SPLUS-s26s73,193
SPLUS-s26s74,452
SPLUS-s27s01,787
SPLUS-s27s02,468
SPLUS-s27s03,404
SPLUS-s27s04,472
SPLUS-s27s72,559
SPLUS-s27s73,560
SPLUS-s28s01,644
SPLUS-s28s02,722
SPLUS-s28s03,402
SPLUS-s28s72,592
SPLUS-s28s73,502
SPLUS-s29s01,487
SPLUS-s29s02,479
SPLUS-s29s03,511
SPLUS-s29s71,254
SPLUS-s30s02,352
SPLUS-s30s03,404
