Field,n_objects
SPLUS-n01s18,125
SPLUS-n01s19,131
SPLUS-n01s20,91
SPLUS-n01s21,147
SPLUS-n01s22,162
SPLUS-n01s23,127
SPLUS-n01s24,144
SPLUS-n01s25,141
SPLUS-n01s26,162
SPLUS-n01s27,76
SPLUS-n01s28,127
SPLUS-n02n18,160
SPLUS-n02n19,103
SPLUS-n02n20,97
SPLUS-n02n21,101
SPLUS-n02n22,169
SPLUS-n02n23,214
SPLUS-n02n24,168
SPLUS-n02n25,129
SPLUS-n02n26,123
SPLUS-n02n27,147
SPLUS-n02n28,96
SPLUS-n02s18,132
SPLUS-n02s19,191
SPLUS-n02s20,213
SPLUS-n02s21,128
SPLUS-n02s22,159
SPLUS-n02s23,181
SPLUS-n02s24,104
SPLUS-n02s25,124
SPLUS-n02s26,175
SPLUS-n02s27,93
SPLUS-n02s28,161
SPLUS-n03n22,109
SPLUS-n03n23,172
SPLUS-n03n24,104
SPLUS-n03s18,234
SPLUS-n03s19,232
SPLUS-n03s20,201
SPLUS-n03s21,142
SPLUS-n03s22,142
SPLUS-n03s23,163
SPLUS-n03s24,127
SPLUS-n03s25,159
SPLUS-n03s26,109
SPLUS-n03s27,181
SPLUS-n03s28,144
SPLUS-n04s23,167
SPLUS-n07s22,97
