field,n_objects
HYDRA-0052_predicted,46573
HYDRA-0053_predicted,56557
HYDRA-0055_predicted,52554
HYDRA-0056_predicted,15970
HYDRA-0061_predicted,78532
HYDRA-0062_predicted,61800
HYDRA-0064_predicted,61971
HYDRA-0069_predicted,75728
HYDRA-0070_predicted,65920
HYDRA-0075_predicted,60657
HYDRA-0077_predicted,64795
HYDRA-0084_predicted,66973
HYDRA-0085_predicted,63495
HYDRA-0086_predicted,81740
HYDRA-0093_predicted,85323
HYDRA-0095_predicted,70468
HYDRA-0096_predicted,76928
HYDRA-0102_predicted,71806
HYDRA-0103_predicted,79744
HYDRA-0104_predicted,96799
HYDRA-0111_predicted,37967
HYDRA-0112_predicted,12054
HYDRA-0120_predicted,17417
HYDRA-0121_predicted,8271
HYDRA-D-0001_predicted,106461
HYDRA-D-0002_predicted,88608
HYDRA-D-0003_predicted,101303
HYDRA-D-0004_predicted,90423
HYDRA_0051_predicted,12206
HYDRA_0054_predicted,72869
HYDRA_0059_predicted,527
HYDRA_0060_predicted,49472
HYDRA_0063_predicted,71981
HYDRA_0065_predicted,55447
HYDRA_0066_predicted,57760
HYDRA_0067_predicted,12405
HYDRA_0068_predicted,52837
HYDRA_0071_predicted,82312
HYDRA_0072_predicted,63080
HYDRA_0073_predicted,76003
HYDRA_0074_predicted,76282
HYDRA_0076_predicted,31754
HYDRA_0078_predicted,84642
HYDRA_0079_predicted,84706
HYDRA_0080_predicted,86298
HYDRA_0081_predicted,62503
HYDRA_0082_predicted,81606
HYDRA_0083_predicted,72470
HYDRA_0087_predicted,71573
HYDRA_0088_predicted,91643
HYDRA_0089_predicted,78192
HYDRA_0091_predicted,81709
HYDRA_0092_predicted,72692
HYDRA_0094_predicted,72651
HYDRA_0097_predicted,74188
HYDRA_0098_predicted,85430
HYDRA_0099_predicted,76725
HYDRA_0100_predicted,81981
HYDRA_0101_predicted,81477
HYDRA_0105_predicted,94079
HYDRA_0106_predicted,69023
HYDRA_0107_predicted,68120
HYDRA_0108_predicted,86114
HYDRA_0109_predicted,89831
HYDRA_0110_predicted,76553
HYDRA_0113_predicted,107749
HYDRA_0114_predicted,90224
HYDRA_0115_predicted,105398
HYDRA_0116_predicted,98794
HYDRA_0117_predicted,79582
HYDRA_0118_predicted,100003
HYDRA_0119_predicted,74460
HYDRA_0122_predicted,77984
HYDRA_0123_predicted,103974
HYDRA_0124_predicted,103119
HYDRA_0125_predicted,88544
HYDRA_0126_predicted,105735
HYDRA_0127_predicted,48266
HYDRA_0131_predicted,16234
HYDRA_0132_predicted,44777
HYDRA_0133_predicted,38509
HYDRA_0134_predicted,15670
