field,n_objects
SPLUS-s24s38_predicted,24653
SPLUS-s24s39_predicted,54276
SPLUS-s24s40_predicted,44722
SPLUS-s24s41_predicted,46131
SPLUS-s24s42_predicted,50220
SPLUS-s24s43_predicted,29977
SPLUS-s25s37_predicted,1847
SPLUS-s25s38_predicted,48242
SPLUS-s25s39_predicted,40966
SPLUS-s25s40_predicted,39557
SPLUS-s25s41_predicted,38326
SPLUS-s25s42_predicted,41048
SPLUS-s25s43_predicted,1136
SPLUS-s26s37_predicted,1982
SPLUS-s26s38_predicted,36869
SPLUS-s26s39_predicted,57382
SPLUS-s26s40_predicted,45285
SPLUS-s26s41_predicted,27007
SPLUS-s26s42_predicted,1328
SPLUS-s27s38_predicted,5189
SPLUS-s27s39_predicted,7975
SPLUS-s27s40_predicted,1068
