field,n_objects
SPLUS-s18s50,20738
SPLUS-s18s51,19929
SPLUS-s19s49,20495
SPLUS-s19s50,20031
SPLUS-s19s51,17258
SPLUS-s20s02,18410
SPLUS-s20s03,16152
SPLUS-s20s04,4763
SPLUS-s20s47,22255
SPLUS-s20s48,20763
SPLUS-s20s49,18812
SPLUS-s20s50,18001
SPLUS-s20s51,19436
SPLUS-s21s01,18662
SPLUS-s21s02,17908
SPLUS-s21s03,16420
SPLUS-s21s04,9362
SPLUS-s21s43,12593
SPLUS-s21s44,19652
SPLUS-s21s45,19273
SPLUS-s21s46,17962
SPLUS-s21s47,18683
SPLUS-s21s48,19932
SPLUS-s21s49,19312
SPLUS-s22s01,22867
SPLUS-s22s02,18168
SPLUS-s22s03,16785
SPLUS-s22s04,10023
SPLUS-s22s43,11457
SPLUS-s22s44,17173
SPLUS-s22s45,20174
SPLUS-s22s46,17204
SPLUS-s22s47,18272
SPLUS-s22s49,19510
SPLUS-s23s01,18874
SPLUS-s23s02,18074
SPLUS-s23s03,18351
SPLUS-s23s04,8384
SPLUS-s23s43,7371
SPLUS-s23s44,19251
SPLUS-s23s45,19346
SPLUS-s23s46,17630
SPLUS-s23s47,17217
SPLUS-s23s48,19330
SPLUS-s23s49,17848
SPLUS-s24s01,19606
SPLUS-s24s02,18956
SPLUS-s24s03,18424
SPLUS-s24s04,2891
SPLUS-s24s70,1374
SPLUS-s24s71,17876
SPLUS-s24s72,19365
SPLUS-s24s73,19855
SPLUS-s24s74,16426
SPLUS-s24s75,17429
SPLUS-s24s76,16736
SPLUS-s25s01,20671
SPLUS-s25s02,20192
SPLUS-s25s03,10945
SPLUS-s25s71,8502
SPLUS-s25s72,18874
SPLUS-s25s73,18039
SPLUS-s25s74,18797
SPLUS-s25s75,18652
SPLUS-s25s76,17634
SPLUS-s26s01,22172
SPLUS-s26s02,13351
SPLUS-s26s03,387
SPLUS-s26s70,8368
SPLUS-s26s71,19967
SPLUS-s26s72,18452
SPLUS-s26s73,19200
SPLUS-s26s74,18660
SPLUS-s27s01,5647
SPLUS-s27s72,10613
SPLUS-s27s73,9864
