ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
53.527929,-38.992474,0.061132,5e-05,18326.913,14.989623,0.023321,0.100095,-185.22,0,-0.0006560000000000038
53.546193,-39.029687,0.063077,0.00011,18910.009,32.97717,0.038344,0.164575,363.945,0,0.0012889999999999915
53.593,-38.987,0.061362,0.000333,18395.865,99.830889,0.071146,0.305359,-120.28,0,-0.00042600000000000277
53.491403,-39.084257,0.059181,7e-05,17742.017,20.985472,0.077059,0.330738,-736.078,0,-0.002607000000000005
53.612619,-38.970409,0.064138,0.000183,19228.089,54.86202,0.091315,0.391925,663.515,0,0.002349999999999998
53.608451,-38.929326,0.062733,0.00015,18806.88,44.968869,0.112182,0.481487,266.818,0,0.0009449999999999945
53.624685,-39.099486,0.06,0.000333,17987.547,99.830889,0.130185,0.558757,-504.836,0,-0.0017880000000000049
53.392817,-38.90778,0.062577,0.00014,18760.113,41.970944,0.133076,0.571165,222.772,0,0.0007889999999999911
53.658288,-39.071192,0.060435,0.00013,18117.957,38.97302,0.134494,0.577249,-382.015,0,-0.001353
53.504303,-38.867765,0.062497,0.00015,18736.129,44.968869,0.14022,0.601826,200.184,0,0.0007089999999999944
53.566797,-38.852971,0.062216,0.000103,18651.888,30.878623,0.162161,0.695995,120.844,0,0.0004279999999999978
53.66252,-38.88627,0.0621,0.000333,18617.112,99.830889,0.172333,0.739653,88.092,0,0.0003119999999999998
53.406566,-38.798336,0.064101,0.000137,19216.996,41.071567,0.223301,0.958409,653.068,0,0.0023130000000000026
53.724438,-38.829988,0.059965,8e-05,17977.055,23.983397,0.246214,1.056755,-514.718,0,-0.0018230000000000052
53.814059,-38.936225,0.060158,0.000113,18034.915,33.876548,0.250265,1.074141,-460.225,0,-0.0016299999999999995
53.689841,-38.794459,0.062,0.000333,18587.132,99.830889,0.257114,1.103536,59.858,0,0.0002119999999999969
53.829333,-39.080572,0.062493,0.000137,18734.93,41.071567,0.261888,1.124024,199.055,0,0.0007049999999999973
