field,n_objects
SPLUS-n14s43_predicted,1063
SPLUS-n14s44_predicted,7901
SPLUS-n14s45_predicted,6177
SPLUS-n14s46_predicted,1329
SPLUS-n15s40_predicted,75
SPLUS-n15s41_predicted,18138
SPLUS-n15s42_predicted,39317
SPLUS-n15s43_predicted,49148
SPLUS-n15s44_predicted,59489
SPLUS-n15s45_predicted,56024
SPLUS-n15s46_predicted,50299
SPLUS-n15s47_predicted,35022
SPLUS-n15s48_predicted,8000
SPLUS-n16s38_predicted,4366
SPLUS-n16s39_predicted,41918
SPLUS-n16s40_predicted,59562
SPLUS-n16s41_predicted,61505
SPLUS-n16s42_predicted,57315
SPLUS-n16s43_predicted,58916
SPLUS-n16s44_predicted,51668
SPLUS-n16s45_predicted,50868
SPLUS-n16s46_predicted,63423
SPLUS-n16s47_predicted,47712
SPLUS-n16s48_predicted,13363
SPLUS-n17s38_predicted,43247
SPLUS-n17s39_predicted,66446
SPLUS-n17s40_predicted,56736
SPLUS-n17s41_predicted,48233
SPLUS-n17s42_predicted,60180
SPLUS-n17s43_predicted,49039
SPLUS-n17s44_predicted,60325
SPLUS-n17s45_predicted,50230
SPLUS-n17s46_predicted,59803
SPLUS-n17s47_predicted,56399
SPLUS-n17s48_predicted,50827
SPLUS-n17s49_predicted,2909
SPLUS-n18s36_predicted,27
SPLUS-n18s37_predicted,47257
SPLUS-n18s38_predicted,52669
SPLUS-n18s39_predicted,63221
SPLUS-n18s40_predicted,54448
SPLUS-n18s41_predicted,52175
SPLUS-n18s42_predicted,60558
SPLUS-n18s43_predicted,60040
SPLUS-n18s44_predicted,64159
SPLUS-n18s45_predicted,66255
SPLUS-n18s46_predicted,56414
SPLUS-n18s47_predicted,58572
SPLUS-n18s48_predicted,76362
SPLUS-n18s49_predicted,22307
SPLUS-n19s26_predicted,9150
SPLUS-n19s27_predicted,50015
SPLUS-n19s28_predicted,56235
SPLUS-n19s29_predicted,62642
SPLUS-n19s30_predicted,48851
SPLUS-n19s31_predicted,46691
SPLUS-n19s32_predicted,56432
SPLUS-n19s33_predicted,53876
SPLUS-n19s34_predicted,53404
SPLUS-n19s35_predicted,53090
SPLUS-n19s36_predicted,56168
SPLUS-n19s37_predicted,61454
SPLUS-n19s38_predicted,67283
SPLUS-n19s39_predicted,44272
SPLUS-n20s26_predicted,41043
SPLUS-n20s27_predicted,75292
SPLUS-n20s28_predicted,64879
SPLUS-n20s29_predicted,60215
SPLUS-n20s30_predicted,64349
SPLUS-n20s31_predicted,58241
SPLUS-n20s32_predicted,51911
SPLUS-n20s33_predicted,56053
SPLUS-n20s34_predicted,64103
SPLUS-n20s35_predicted,79833
SPLUS-n20s36_predicted,66946
SPLUS-n20s37_predicted,65677
SPLUS-n20s38_predicted,70398
SPLUS-n20s39_predicted,43391
