field,n_objects
SPLUS-n05s07_predicted,9274
SPLUS-n05s08_predicted,21582
SPLUS-n05s09_predicted,17399
SPLUS-n05s10_predicted,2340
SPLUS-n06s06_predicted,8568
SPLUS-n06s07_predicted,47133
SPLUS-n06s08_predicted,43173
SPLUS-n06s09_predicted,49758
SPLUS-n06s10_predicted,31754
SPLUS-n06s11_predicted,804
SPLUS-n07s05_predicted,5439
SPLUS-n07s06_predicted,49321
SPLUS-n07s07_predicted,51644
SPLUS-n07s08_predicted,46439
SPLUS-n07s09_predicted,42496
SPLUS-n07s10_predicted,36420
SPLUS-n08s05_predicted,23581
SPLUS-n08s06_predicted,46405
SPLUS-n08s07_predicted,40434
SPLUS-n08s08_predicted,46983
SPLUS-n08s09_predicted,48187
SPLUS-n08s10_predicted,11647
SPLUS-n09s06_predicted,20902
SPLUS-n09s07_predicted,48379
SPLUS-n09s08_predicted,39919
SPLUS-n09s09_predicted,47102
SPLUS-n09s10_predicted,18540
SPLUS-n10s06_predicted,1613
SPLUS-n10s07_predicted,18069
SPLUS-n10s08_predicted,15739
