Field,n_objects
SPLUS-n14s42,9
SPLUS-n14s43,57
SPLUS-n14s44,121
SPLUS-n14s45,144
SPLUS-n14s46,98
SPLUS-n14s47,16
SPLUS-n15s40,34
SPLUS-n15s41,158
SPLUS-n15s42,252
SPLUS-n15s43,207
SPLUS-n15s44,311
SPLUS-n15s45,397
SPLUS-n15s46,397
SPLUS-n15s47,296
SPLUS-n15s48,153
SPLUS-n15s49,2
SPLUS-n16s38,127
SPLUS-n16s39,441
SPLUS-n16s40,332
SPLUS-n16s41,327
SPLUS-n16s42,355
SPLUS-n16s43,296
SPLUS-n16s44,329
SPLUS-n16s45,389
SPLUS-n16s46,360
SPLUS-n16s47,221
SPLUS-n16s48,141
SPLUS-n17s37,81
SPLUS-n17s38,279
SPLUS-n17s39,355
SPLUS-n17s40,347
SPLUS-n17s41,219
SPLUS-n17s42,331
SPLUS-n17s43,328
SPLUS-n17s44,337
SPLUS-n17s45,309
SPLUS-n17s46,277
SPLUS-n17s47,376
SPLUS-n17s48,323
SPLUS-n17s49,78
SPLUS-n18s36,33
SPLUS-n18s37,552
SPLUS-n18s38,265
SPLUS-n18s39,417
SPLUS-n18s40,315
SPLUS-n18s41,359
SPLUS-n18s42,491
SPLUS-n18s43,505
SPLUS-n18s44,437
SPLUS-n18s45,298
SPLUS-n18s46,352
SPLUS-n18s47,303
SPLUS-n18s48,398
SPLUS-n18s49,225
SPLUS-n19s26,252
SPLUS-n19s27,407
SPLUS-n19s28,359
SPLUS-n19s29,435
SPLUS-n19s30,291
SPLUS-n19s31,341
SPLUS-n19s32,284
SPLUS-n19s33,330
SPLUS-n19s34,271
SPLUS-n19s35,242
SPLUS-n19s36,284
SPLUS-n19s37,278
SPLUS-n19s38,446
SPLUS-n19s39,345
SPLUS-n19s40,13
SPLUS-n20s26,423
SPLUS-n20s27,490
SPLUS-n20s28,359
SPLUS-n20s29,346
SPLUS-n20s30,489
SPLUS-n20s31,480
SPLUS-n20s32,420
SPLUS-n20s33,273
SPLUS-n20s34,291
SPLUS-n20s35,257
SPLUS-n20s36,283
SPLUS-n20s37,349
SPLUS-n20s38,520
SPLUS-n20s39,265
SPLUS-n20s40,2
