Field,n_objects
SPLUS-s24s01,371
SPLUS-s24s02,218
SPLUS-s24s03,13
SPLUS-s24s74,8
SPLUS-s24s75,124
SPLUS-s24s76,351
SPLUS-s25s01,424
SPLUS-s25s02,362
SPLUS-s25s03,255
SPLUS-s25s74,195
SPLUS-s25s75,258
SPLUS-s25s76,538
SPLUS-s26s01,489
SPLUS-s26s02,322
SPLUS-s26s03,235
SPLUS-s26s04,99
SPLUS-s26s71,23
SPLUS-s26s72,284
SPLUS-s26s73,337
SPLUS-s26s74,515
SPLUS-s27s01,792
SPLUS-s27s02,363
SPLUS-s27s03,294
SPLUS-s27s04,118
SPLUS-s27s72,629
SPLUS-s27s73,683
SPLUS-s28s01,585
SPLUS-s28s02,581
SPLUS-s28s03,309
SPLUS-s28s72,659
SPLUS-s28s73,585
SPLUS-s29s01,440
SPLUS-s29s02,367
SPLUS-s29s03,198
SPLUS-s29s71,300
SPLUS-s30s02,72
