field,n_objects
SPLUS-s32s27_predicted,2393
SPLUS-s32s28_predicted,21143
SPLUS-s32s29_predicted,23964
SPLUS-s32s30_predicted,8226
SPLUS-s33s26_predicted,10879
SPLUS-s33s27_predicted,42090
SPLUS-s33s28_predicted,46152
SPLUS-s33s29_predicted,48628
SPLUS-s33s30_predicted,21866
SPLUS-s34s25_predicted,4945
SPLUS-s34s26_predicted,45010
SPLUS-s34s27_predicted,37722
SPLUS-s34s28_predicted,44941
SPLUS-s34s29_predicted,44331
SPLUS-s34s30_predicted,14144
SPLUS-s35s25_predicted,17051
SPLUS-s35s26_predicted,38275
SPLUS-s35s27_predicted,51504
SPLUS-s35s28_predicted,40309
SPLUS-s35s29_predicted,26944
SPLUS-s36s25_predicted,15754
SPLUS-s36s26_predicted,44218
SPLUS-s36s27_predicted,31739
SPLUS-s36s28_predicted,7314
