Field,n_objects
SPLUS-s20s02,293
SPLUS-s20s03,294
SPLUS-s20s04,293
SPLUS-s20s05,11
SPLUS-s21s01,527
SPLUS-s21s02,664
SPLUS-s21s03,487
SPLUS-s21s04,553
SPLUS-s21s05,245
SPLUS-s21s49,6
SPLUS-s22s01,691
SPLUS-s22s02,671
SPLUS-s22s03,799
SPLUS-s22s04,621
SPLUS-s22s05,613
SPLUS-s22s49,95
SPLUS-s23s01,629
SPLUS-s23s02,694
SPLUS-s23s03,729
SPLUS-s23s04,508
SPLUS-s23s05,293
SPLUS-s23s49,79
SPLUS-s24s01,522
SPLUS-s24s02,678
SPLUS-s24s03,564
SPLUS-s24s04,845
SPLUS-s24s05,219
SPLUS-s24s76,2
SPLUS-s25s01,42
SPLUS-s25s02,377
SPLUS-s25s03,394
SPLUS-s25s04,197
