Field,n_objects
SPLUS-n06s03,45
SPLUS-n06s04,172
SPLUS-n06s05,139
SPLUS-n07s01,1
SPLUS-n07s02,436
SPLUS-n07s03,752
SPLUS-n07s04,875
SPLUS-n07s05,628
SPLUS-n07s06,157
SPLUS-n08s01,389
SPLUS-n08s02,677
SPLUS-n08s03,841
SPLUS-n08s04,644
SPLUS-n08s05,704
SPLUS-n08s06,245
SPLUS-n09s01,138
SPLUS-n09s02,507
SPLUS-n09s03,506
SPLUS-n09s04,931
SPLUS-n09s05,581
SPLUS-n09s06,646
SPLUS-n09s07,32
SPLUS-n10s01,228
SPLUS-n10s02,590
SPLUS-n10s03,553
SPLUS-n10s04,644
SPLUS-n10s05,746
SPLUS-n10s06,232
SPLUS-n11s02,130
SPLUS-n11s03,468
SPLUS-n11s04,671
SPLUS-n11s05,502
SPLUS-n11s06,113
SPLUS-n12s03,38
SPLUS-n12s04,12
