field,n_objects
A147-002,7225
A147-005,6482
STRIPE82-0027,17056
STRIPE82-0028,14047
STRIPE82-0030,17846
STRIPE82-0031,17427
STRIPE82-0033,10653
STRIPE82-0034,9820
STRIPE82_0025,2979
STRIPE82_0026,2267
STRIPE82_0029,18106
STRIPE82_0032,19318
