field,n_objects
HYDRA_0124_predicted,8141
HYDRA_0125_predicted,1899
HYDRA_0131_predicted,59979
HYDRA_0132_predicted,114705
HYDRA_0133_predicted,97728
HYDRA_0134_predicted,47789
HYDRA_0138_predicted,79
HYDRA_0139_predicted,98727
HYDRA_0140_predicted,89193
HYDRA_0141_predicted,118097
HYDRA_0142_predicted,121714
HYDRA_0143_predicted,39112
HYDRA_0146_predicted,86078
HYDRA_0147_predicted,144585
HYDRA_0148_predicted,128644
HYDRA_0149_predicted,113663
HYDRA_0150_predicted,91608
HYDRA_0153_predicted,13109
HYDRA_0154_predicted,145197
HYDRA_0155_predicted,134010
HYDRA_0156_predicted,135029
HYDRA_0157_predicted,65572
HYDRA_0162_predicted,6615
HYDRA_0163_predicted,61430
HYDRA_0164_predicted,56430
HYDRA_0165_predicted,4528
