ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member,z_offset
18.734989,0.439594,0.044967,1.5e-05,13480.767,4.496887,0.005861,0.01871,106.475,0,0.00037100000000000327
18.739933,0.4308,0.044819,1.1e-05,13436.398,3.297717,0.006787,0.021666,64.0,0,0.00022300000000000098
18.743473,0.42075,0.045355,3.6e-05,13597.087,10.792528,0.017077,0.054518,217.828,0,0.0007590000000000027
18.774382,0.429761,0.044819,1e-05,13436.398,2.997925,0.034781,0.111035,64.0,0,0.00022300000000000098
18.729739,0.475673,0.045145,1.9e-05,13534.131,5.696057,0.039596,0.126407,157.56,0,0.0005490000000000009
18.765217,0.405216,0.044669,9e-06,13391.429,2.698132,0.040718,0.129989,20.951,0,7.300000000000362e-05
18.775006,0.415393,0.045177,1.5e-05,13543.724,4.496887,0.041025,0.13097,166.743,0,0.0005810000000000051
18.733774,0.391531,0.044254,1.4e-05,13267.015,4.197094,0.04652,0.148513,-98.152,0,-0.0003419999999999951
18.780553,0.465857,0.042413,1.1e-05,12715.098,3.297717,0.049048,0.156583,-626.507,0,-0.0021829999999999974
18.725852,0.50741,0.043751,1.1e-05,13116.22,3.297717,0.071363,0.227822,-242.51,0,-0.0008449999999999985
18.695979,0.367255,0.04401,0.00026,13193.866,77.946039,0.083212,0.26565,-168.178,0,-0.0005859999999999962
18.805329,0.491226,0.042349,7e-06,12695.911,2.098547,0.084166,0.268695,-644.875,0,-0.002246999999999999
18.819631,0.396848,0.043525,3.7e-05,13048.467,11.092321,0.089001,0.284132,-307.37,0,-0.0010709999999999956
18.737163,0.533669,0.044005,1.9e-05,13192.367,5.696057,0.096162,0.306994,-169.613,0,-0.0005909999999999943
18.695554,0.524689,0.045394,1.1e-05,13608.779,3.297717,0.098029,0.312952,229.021,0,0.0007980000000000001
18.647071,0.473827,0.043421,2.7e-05,13017.288,8.094396,0.100205,0.3199,-337.218,0,-0.0011749999999999955
18.803708,0.342314,0.045055,1e-05,13507.149,2.997925,0.114321,0.364963,131.73,0,0.0004590000000000011
18.772866,0.322225,0.041841,1e-05,12543.616,2.997925,0.119797,0.382448,-790.668,0,-0.0027549999999999936
18.809758,0.338725,0.046726,1.5e-05,14008.102,4.496887,0.120695,0.385314,611.297,0,0.00213
18.616046,0.396712,0.046054,8.3e-05,13806.642,24.882774,0.130972,0.41812,418.437,0,0.001458000000000001
18.759778,0.307461,0.046183,1.2e-05,13845.315,3.597509,0.131525,0.419888,455.459,0,0.001587000000000005
18.726034,0.303314,0.044264,1.4e-05,13270.013,4.197094,0.135026,0.431063,-95.282,0,-0.00033199999999999896
18.643934,0.342817,0.04736,2e-05,14198.171,5.995849,0.135274,0.431854,793.251,0,0.0027640000000000026
18.742403,0.297269,0.04542,0.0004,13616.573,99.99,0.140308,0.447927,236.483,0,0.0008240000000000053
18.602824,0.408072,0.046591,1.4e-05,13967.63,4.197094,0.140783,0.449442,572.552,0,0.0019950000000000037
18.785024,0.303604,0.046426,1.4e-05,13918.165,4.197094,0.141169,0.450676,525.198,0,0.0018300000000000052
18.634403,0.53206,0.047596,1.1e-05,14268.922,3.297717,0.142066,0.453538,860.981,0,0.0030000000000000027
18.600084,0.47002,0.046946,1.8e-05,14074.057,5.396264,0.144102,0.460037,674.435,0,0.002350000000000005
18.786404,0.576008,0.045383,1.1e-05,13605.481,3.297717,0.145859,0.46565,225.864,0,0.000787000000000003
18.734057,0.291416,0.047225,1.9e-05,14157.699,5.696057,0.146289,0.467022,754.506,0,0.0026290000000000063
18.625938,0.528953,0.046669,1.4e-05,13991.014,4.197094,0.146536,0.467808,594.938,0,0.0020730000000000054
18.786689,0.297002,0.045797,1.2e-05,13729.595,3.597509,0.14796,0.472355,344.679,0,0.0012010000000000007
18.818038,0.309503,0.043291,9e-06,12978.315,2.698132,0.149711,0.477946,-374.527,0,-0.0013049999999999937
18.593445,0.468166,0.04163,0.0001,12480.36,29.979246,0.150188,0.47947,-851.223,0,-0.0029659999999999964
18.797198,0.576762,0.044492,1.9e-05,13338.366,5.696057,0.150306,0.479846,-29.847,0,-0.00010399999999999993
18.870211,0.514878,0.043955,1.2e-05,13177.377,3.597509,0.151013,0.4821,-183.963,0,-0.0006409999999999957
18.628284,0.32446,0.043627,1.2e-05,13079.046,3.597509,0.159315,0.508606,-278.097,0,-0.0009689999999999976
18.682695,0.286056,0.045153,1.6e-05,13536.529,4.796679,0.162155,0.517674,159.855,0,0.0005570000000000019
18.608987,0.533517,0.041394,7e-06,12409.609,2.098547,0.162783,0.519676,-918.954,0,-0.0032019999999999965
18.807968,0.289344,0.045965,1e-05,13779.96,2.997925,0.162858,0.519915,392.894,0,0.0013690000000000022
18.900399,0.392074,0.045439,5.3e-05,13622.269,15.889,0.166252,0.530751,241.936,0,0.0008430000000000035
18.863975,0.324488,0.042469,1.8e-05,12731.886,5.396264,0.167435,0.534529,-610.436,0,-0.002126999999999997
18.873676,0.331046,0.042864,1.1e-05,12850.304,3.297717,0.170541,0.544445,-497.073,0,-0.0017319999999999974
18.743714,0.263275,0.045294,1.7e-05,13578.8,5.096472,0.174319,0.556505,200.322,0,0.0006980000000000042
18.577517,0.37407,0.04671,0.00058,14003.306,99.99,0.174898,0.558352,606.705,0,0.0021140000000000048
18.578597,0.370408,0.042778,8e-06,12824.522,2.39834,0.175262,0.559516,-521.755,0,-0.0018180000000000002
18.759509,0.262937,0.047806,1.5e-05,14331.878,4.496887,0.17566,0.560786,921.25,0,0.0032100000000000045
18.760099,0.26192,0.047485,4.2e-05,14235.645,12.591283,0.176735,0.56422,829.125,0,0.0028890000000000027
18.786672,0.265803,0.042867,1e-05,12851.203,2.997925,0.177862,0.567815,-496.212,0,-0.0017289999999999944
18.820679,0.27739,0.046569,2.2e-05,13961.035,6.595434,0.179126,0.571851,566.239,0,0.0019730000000000025
18.747275,0.618426,0.042407,1.1e-05,12713.299,3.297717,0.180989,0.5778,-628.229,0,-0.0021889999999999965
18.908687,0.364342,0.04288,0.00026,12855.101,77.946039,0.183442,0.585631,-492.481,0,-0.0017159999999999953
18.729431,0.624596,0.047574,2e-05,14262.326,5.995849,0.187358,0.598133,854.667,0,0.0029780000000000015
18.747928,0.245778,0.042582,8e-06,12765.762,2.39834,0.19193,0.612728,-578.005,0,-0.002013999999999995
