field,n_objects
SPLUS-n01s18,17855
SPLUS-n01s19,19595
SPLUS-n01s20,19565
SPLUS-n01s21,20321
SPLUS-n01s22,19284
SPLUS-n01s23,20849
SPLUS-n01s24,16256
SPLUS-n01s25,10143
SPLUS-n01s26,11489
SPLUS-n01s27,15891
SPLUS-n01s28,19268
SPLUS-n02n18,20009
SPLUS-n02n19,19483
SPLUS-n02n20,19454
SPLUS-n02n21,20010
SPLUS-n02n22,20928
SPLUS-n02n23,21145
SPLUS-n02n24,14468
SPLUS-n02n25,15821
SPLUS-n02n26,14740
SPLUS-n02n27,20581
SPLUS-n02n28,20774
SPLUS-n02s18,18193
SPLUS-n02s19,18759
SPLUS-n02s20,21881
SPLUS-n02s21,20493
SPLUS-n02s22,21466
SPLUS-n02s23,20619
SPLUS-n02s24,21937
SPLUS-n02s25,16521
SPLUS-n02s26,15236
SPLUS-n02s27,15189
SPLUS-n02s28,19278
SPLUS-n03n22,18592
SPLUS-n03n23,19421
SPLUS-n03n24,20036
SPLUS-n03s18,21185
SPLUS-n03s19,19949
SPLUS-n03s20,21521
SPLUS-n03s21,22154
SPLUS-n03s22,21630
SPLUS-n03s23,21148
SPLUS-n03s24,22654
SPLUS-n03s25,20707
SPLUS-n03s26,21436
SPLUS-n03s27,20871
SPLUS-n03s28,20353
SPLUS-n04s23,23639
SPLUS-n07s22,7811
