ra,dec,z,z_err,v,v_err,radius_deg,radius_Mpc,v_offset,flag_member
201.57338,0.221486,0.082564,1.3e-05,24752.065,3.897302,0.003615,0.020244,-9.969,0
201.57707,0.226345,0.08348,7e-05,25026.674,20.985472,0.00397,0.022234,243.689,0
201.57874,0.221572,0.083512,9e-05,25036.268,26.981321,0.006484,0.036311,252.55,0
201.57019,0.232708,0.082287,5.7e-05,24669.022,17.08817,0.008219,0.046029,-86.676,0
201.56609,0.231468,0.084549,2.6e-05,25347.153,7.794604,0.009619,0.053872,539.715,0
201.57196,0.211528,0.082374,3.7e-05,24695.104,11.092321,0.013638,0.076376,-62.584,0
201.56798,0.210242,0.083386,1.6e-05,24998.494,4.796679,0.015782,0.088382,217.658,0
201.57584,0.245825,0.080364,4.9e-05,24092.521,14.68983,0.02088,0.116934,-619.191,0
201.58536,0.243329,0.0823,0.000213,24672.919,63.855794,0.021857,0.122406,-83.076,0
201.57788,0.25789,0.080351,1e-05,24088.624,2.997925,0.033108,0.185415,-622.791,0
201.54016,0.23092,0.08416,0.000333,25230.533,99.830889,0.033647,0.188431,431.994,0
201.6066,0.230291,0.083196,4.1e-05,24941.533,12.291491,0.033702,0.188739,165.044,0
201.5359,0.244546,0.080165,5e-06,24032.862,1.498962,0.042153,0.236068,-674.298,0
201.54199,0.19556,0.080273,3.1e-05,24065.24,9.293566,0.043045,0.241066,-644.39,0
201.61938,0.24064,0.084484,2.5e-05,25327.666,7.494811,0.048629,0.272337,521.715,0
201.59889,0.182129,0.080955,2e-05,24269.698,5.995849,0.050013,0.280088,-455.532,0
201.52803,0.198509,0.0852,0.000213,25542.317,63.855794,0.052502,0.294023,719.989,0
201.5811,0.278873,0.086559,2.1e-05,25949.735,6.295642,0.054336,0.304294,1096.322,0
201.62498,0.207312,0.082127,3.4e-05,24621.055,10.192944,0.054655,0.306083,-130.983,0
201.54292,0.276871,0.086018,5.2e-05,25787.548,15.589208,0.060026,0.336163,946.509,0
201.5316,0.180239,0.082355,9e-06,24689.408,2.698132,0.061248,0.343007,-67.845,0
201.50687,0.216002,0.080803,8e-06,24224.13,2.39834,0.06705,0.375495,-497.623,0
201.50797,0.197108,0.0827,0.000213,24792.836,63.855794,0.071074,0.398032,27.692,0
201.59782,0.293647,0.082301,5.4e-05,24673.219,16.188793,0.0728,0.407701,-82.799,0
201.53053,0.161466,0.082066,1.4e-05,24602.768,4.197094,0.076672,0.42938,-147.875,0
201.63116,0.167602,0.082511,3.2e-05,24736.176,9.593359,0.081571,0.456816,-24.646,0
201.49467,0.197809,0.086464,7.6e-05,25921.255,22.784227,0.083231,0.466114,1070.015,0
201.54974,0.143149,0.079165,9e-06,23733.07,2.698132,0.08527,0.477536,-951.217,0
201.53416,0.149214,0.079777,4.5e-05,23916.543,13.490661,0.085385,0.478178,-781.742,0
201.65125,0.263391,0.082414,5e-06,24707.096,1.498962,0.086846,0.486362,-51.507,0
201.66074,0.215276,0.079973,1e-05,23975.302,2.997925,0.087989,0.492764,-727.466,0
201.51138,0.155452,0.0778,0.00041,23323.853,99.99,0.093193,0.521903,-1329.211,0
201.48085,0.238477,0.080965,4.1e-05,24272.696,12.291491,0.093412,0.523132,-452.762,0
201.56374,0.131664,0.083048,5e-05,24897.164,14.989623,0.093924,0.525997,124.06,0
201.64095,0.156814,0.086006,1e-06,25783.95,0.299792,0.096122,0.538308,943.186,0
201.64323,0.152748,0.086144,4e-06,25825.322,1.19917,0.100623,0.563513,981.401,0
201.47112,0.230053,0.085257,1.7e-05,25559.406,5.096472,0.102299,0.572902,735.774,0
201.5611,0.326948,0.083171,6.5e-05,24934.039,19.48651,0.102576,0.574452,158.121,0
201.64218,0.307016,0.082552,4e-05,24748.467,11.991698,0.107026,0.599374,-13.292,0
201.46284,0.198693,0.081166,5e-06,24332.955,1.498962,0.113572,0.636031,-397.102,0
