field,n_objects
SPLUS-n01s07_predicted,4277
SPLUS-n01s08_predicted,53161
SPLUS-n01s09_predicted,55384
SPLUS-n01s10_predicted,45262
SPLUS-n02s08_predicted,23686
SPLUS-n02s09_predicted,43973
SPLUS-n02s10_predicted,42215
SPLUS-n03s08_predicted,1557
SPLUS-n03s09_predicted,23873
SPLUS-n03s10_predicted,31823
SPLUS-n04s10_predicted,2884
