field,n_objects
SPLUS-n03s02_predicted,1155
SPLUS-n03s03_predicted,17068
SPLUS-n03s04_predicted,32391
SPLUS-n03s05_predicted,22163
SPLUS-n03s06_predicted,5423
SPLUS-n04s01_predicted,108
SPLUS-n04s02_predicted,30233
SPLUS-n04s03_predicted,38336
SPLUS-n04s04_predicted,46137
SPLUS-n04s05_predicted,51253
SPLUS-n04s06_predicted,46072
SPLUS-n04s07_predicted,6227
SPLUS-n05s02_predicted,27870
SPLUS-n05s03_predicted,56123
SPLUS-n05s04_predicted,47689
SPLUS-n05s05_predicted,42916
SPLUS-n05s06_predicted,36947
SPLUS-n05s07_predicted,47083
SPLUS-n05s08_predicted,6892
SPLUS-n06s02_predicted,30150
SPLUS-n06s03_predicted,50838
SPLUS-n06s04_predicted,52267
SPLUS-n06s05_predicted,48113
SPLUS-n06s06_predicted,38377
SPLUS-n06s07_predicted,49186
SPLUS-n06s08_predicted,10812
SPLUS-n07s01_predicted,962
SPLUS-n07s02_predicted,44977
SPLUS-n07s03_predicted,54462
SPLUS-n07s04_predicted,52855
SPLUS-n07s05_predicted,56427
SPLUS-n07s06_predicted,50323
SPLUS-n07s07_predicted,28340
SPLUS-n08s01_predicted,269
SPLUS-n08s02_predicted,31239
SPLUS-n08s03_predicted,60481
SPLUS-n08s04_predicted,56028
SPLUS-n08s05_predicted,49611
SPLUS-n08s06_predicted,20050
SPLUS-n09s03_predicted,1385
SPLUS-n09s04_predicted,13165
SPLUS-n09s05_predicted,13822
SPLUS-n09s06_predicted,1928
